Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,412,32.47,117,100,18,15.38,14,11.97,174,23,13.22,5.58,91,22.09,27.67,26.24,30.31,18.56,0.24,0.339,0.42,0.759,0.18
SI,Sinker,FB,157,12.37,52,47,4,7.69,5,9.62,72,5,6.94,3.18,32,20.38,23.57,18.75,7.5,16.67,0.277,0.346,0.362,0.708,0.08499999999999996
CH,Changeup,OS,155,12.21,40,38,7,17.5,0,0.0,73,17,23.29,10.97,20,12.9,23.87,30.23,13.12,16.67,0.289,0.275,0.368,0.643,0.07900000000000001
FC,Cutter,FB,149,11.74,54,47,5,9.26,3,5.56,74,7,9.46,4.7,31,20.81,25.5,35.71,10.31,15.15,0.277,0.352,0.426,0.778,0.14899999999999997
SL,Slider,BR,140,11.03,40,38,7,17.5,2,5.0,62,16,25.81,11.43,28,20.0,31.43,23.08,13.12,16.67,0.263,0.3,0.421,0.721,0.15799999999999997
CU,Curveball,BR,103,8.12,23,22,6,26.09,0,0.0,43,9,20.93,8.74,17,16.5,25.24,22.41,10.62,17.65,0.318,0.348,0.455,0.8029999999999999,0.137
ST,Sweeper,BR,70,5.52,18,16,5,27.78,1,5.56,30,8,26.67,11.43,18,25.71,37.14,37.5,8.12,19.23,0.125,0.222,0.312,0.534,0.187
FS,Split-Finger,OS,44,3.47,11,11,2,18.18,0,0.0,20,4,20.0,9.09,2,4.55,13.64,24.14,3.44,18.18,0.091,0.091,0.091,0.182,0.0
KC,Knuckle Curve,BR,20,1.58,6,6,1,16.67,0,0.0,11,3,27.27,15.0,2,10.0,25.0,33.33,2.19,14.29,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,5,0.39,1,1,0,0.0,0,0.0,1,0,0.0,0.0,3,60.0,60.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0
,,,5,0.39,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.31,0.0,,1.0,,,
FO,Forkball,OS,4,0.32,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,0.0,0.62,0.0,,,,,
KN,Knuckleball,,4,0.32,1,1,0,0.0,0,0.0,2,1,50.0,25.0,0,0.0,25.0,33.33,0.0,,0.0,0.0,0.0,0.0,0.0
FA,Other,,1,0.08,1,0,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,0.0,,,0.0,,,
