Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,462,31.36,99,83,28,28.28,15,15.15,236,66,27.97,14.29,62,13.42,27.71,23.11,31.68,18.3,0.241,0.357,0.506,0.863,0.265
CH,Changeup,OS,286,19.42,81,76,20,24.69,4,4.94,164,45,27.44,15.73,13,4.55,20.28,38.01,19.88,20.83,0.224,0.259,0.342,0.601,0.11800000000000002
SL,Slider,BR,183,12.42,54,46,19,35.19,6,11.11,104,42,40.38,22.95,21,11.48,34.43,40.0,14.08,27.94,0.196,0.315,0.348,0.663,0.15199999999999997
SI,Sinker,FB,138,9.37,33,25,3,9.09,8,24.24,52,15,28.85,10.87,23,16.67,27.54,12.33,5.38,11.54,0.2,0.394,0.24,0.634,0.03999999999999998
CU,Curveball,BR,113,7.67,31,29,11,35.48,2,6.45,56,23,41.07,20.35,12,10.62,30.97,28.79,7.87,28.95,0.31,0.355,0.69,1.045,0.37999999999999995
FC,Cutter,FB,96,6.52,25,23,5,20.0,2,8.0,59,18,30.51,18.75,7,7.29,26.04,30.23,5.38,19.23,0.348,0.4,0.739,1.139,0.391
KC,Knuckle Curve,BR,74,5.02,16,14,5,31.25,0,0.0,42,15,35.71,20.27,9,12.16,32.43,44.19,6.83,15.15,0.286,0.312,0.571,0.883,0.285
FS,Split-Finger,OS,58,3.94,15,14,4,26.67,1,6.67,31,12,38.71,20.69,2,3.45,24.14,31.43,3.73,22.22,0.143,0.2,0.429,0.629,0.28600000000000003
ST,Sweeper,BR,47,3.19,17,13,7,41.18,2,11.76,21,7,33.33,14.89,13,27.66,42.55,40.91,3.93,36.84,0.308,0.471,1.077,1.548,0.7689999999999999
FA,Other,,6,0.41,1,0,0,0.0,1,100.0,1,0,0.0,0.0,1,16.67,16.67,0.0,0.21,0.0,,1.0,,,
FO,Forkball,OS,6,0.41,2,1,1,50.0,1,50.0,3,2,66.67,33.33,0,0.0,33.33,40.0,0.83,25.0,0.0,0.5,0.0,0.5,0.0
SV,Slurve,BR,2,0.14,0,0,0,,0,,0,0,,0.0,1,50.0,50.0,0.0,0.21,0.0,,,,,
,,,2,0.14,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
