Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,182,33.96,47,41,13,27.66,4,8.51,91,21,23.08,11.54,31,17.03,28.57,30.34,37.16,23.64,0.195,0.298,0.268,0.5660000000000001,0.07300000000000001
SI,Sinker,FB,119,22.2,35,28,1,2.86,4,11.43,45,5,11.11,4.2,31,26.05,30.25,15.38,10.81,6.25,0.214,0.353,0.25,0.603,0.036000000000000004
SL,Slider,BR,80,14.93,20,19,8,40.0,1,5.0,39,16,41.03,20.0,15,18.75,38.75,35.0,15.54,34.78,0.368,0.4,0.789,1.189,0.42100000000000004
FC,Cutter,FB,48,8.96,9,8,0,0.0,1,11.11,19,2,10.53,4.17,10,20.83,25.0,14.29,2.03,0.0,0.25,0.333,0.25,0.583,0.0
ST,Sweeper,BR,44,8.21,11,11,5,45.45,0,0.0,14,5,35.71,11.36,10,22.73,34.09,19.23,14.86,22.73,0.0,0.0,0.0,0.0,0.0
CU,Curveball,BR,32,5.97,9,8,4,44.44,0,0.0,14,4,28.57,12.5,6,18.75,31.25,17.65,9.46,28.57,0.25,0.333,0.25,0.583,0.0
CH,Changeup,OS,18,3.36,7,7,2,28.57,0,0.0,11,3,27.27,16.67,1,5.56,22.22,14.29,6.08,22.22,0.286,0.286,1.143,1.429,0.857
KC,Knuckle Curve,BR,9,1.68,3,3,2,66.67,0,0.0,5,3,60.0,33.33,2,22.22,55.56,50.0,2.7,50.0,0.333,0.333,0.333,0.666,0.0
FO,Forkball,OS,3,0.56,0,0,0,,0,,1,1,100.0,33.33,0,0.0,33.33,0.0,1.35,0.0,,,,,
SV,Slurve,BR,1,0.19,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,,0.0,,,,,,
