Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,409,27.86,108,101,33,30.56,6,5.56,217,71,32.72,17.36,62,15.16,32.52,28.49,28.12,26.19,0.257,0.306,0.554,0.8600000000000001,0.29700000000000004
SL,Slider,BR,338,23.02,87,82,25,28.74,3,3.45,162,61,37.65,18.05,59,17.46,35.5,35.87,26.34,21.19,0.268,0.299,0.463,0.762,0.195
SI,Sinker,FB,272,18.53,74,66,12,16.22,2,2.7,138,19,13.77,6.99,53,19.49,26.47,41.84,11.61,23.08,0.303,0.351,0.591,0.942,0.288
ST,Sweeper,BR,135,9.2,31,29,11,35.48,1,3.23,62,27,43.55,20.0,26,19.26,39.26,45.12,10.04,24.44,0.138,0.161,0.241,0.402,0.10299999999999998
FC,Cutter,FB,124,8.45,35,31,3,8.57,3,8.57,60,14,23.33,11.29,22,17.74,29.03,27.78,5.13,13.04,0.29,0.343,0.645,0.988,0.35500000000000004
CH,Changeup,OS,78,5.31,24,23,10,41.67,0,0.0,49,13,26.53,16.67,2,2.56,19.23,42.55,9.15,24.39,0.174,0.208,0.261,0.469,0.08700000000000002
CU,Curveball,BR,71,4.84,16,16,4,25.0,0,0.0,35,10,28.57,14.08,17,23.94,38.03,44.12,5.36,16.67,0.25,0.25,0.438,0.688,0.188
FS,Split-Finger,OS,22,1.5,12,11,3,25.0,1,8.33,15,6,40.0,27.27,1,4.55,31.82,40.0,2.01,33.33,0.364,0.417,0.636,1.053,0.272
KC,Knuckle Curve,BR,15,1.02,3,3,1,33.33,0,0.0,7,2,28.57,13.33,2,13.33,26.67,28.57,1.34,16.67,0.667,0.667,1.0,1.667,0.33299999999999996
,,,3,0.2,1,1,1,100.0,0,0.0,0,0,,0.0,0,0.0,0.0,,0.67,33.33,0.0,0.0,0.0,0.0,0.0
FO,Forkball,OS,1,0.07,1,1,1,100.0,0,0.0,1,1,100.0,100.0,0,0.0,100.0,100.0,0.22,100.0,0.0,0.0,0.0,0.0,0.0
