Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
SL,Slider,BR,250,27.35,65,61,19,29.23,4,6.15,149,67,44.97,26.8,19,7.6,34.4,39.71,27.84,25.0,0.23,0.277,0.443,0.72,0.213
FF,4-Seam Fastball,FB,207,22.65,54,51,20,37.04,2,3.7,119,45,37.82,21.74,29,14.01,35.75,42.57,27.84,26.32,0.216,0.241,0.412,0.653,0.19599999999999998
SI,Sinker,FB,138,15.1,48,45,6,12.5,2,4.17,79,11,13.92,7.97,22,15.94,23.91,43.06,8.06,27.27,0.267,0.298,0.333,0.631,0.066
ST,Sweeper,BR,91,9.96,24,24,7,29.17,0,0.0,52,23,44.23,25.27,13,14.29,39.56,52.73,11.36,22.58,0.292,0.292,0.375,0.667,0.08300000000000002
FC,Cutter,FB,71,7.77,19,18,5,26.32,1,5.26,49,20,40.82,28.17,2,2.82,30.99,47.37,5.86,31.25,0.222,0.263,0.222,0.485,0.0
CH,Changeup,OS,58,6.35,18,17,6,33.33,0,0.0,32,16,50.0,27.59,2,3.45,31.03,44.19,8.06,27.27,0.294,0.294,0.353,0.647,0.059
CU,Curveball,BR,44,4.81,16,16,3,18.75,0,0.0,26,8,30.77,18.18,6,13.64,31.82,50.0,4.76,23.08,0.188,0.188,0.312,0.5,0.124
KC,Knuckle Curve,BR,31,3.39,10,10,2,20.0,0,0.0,14,4,28.57,12.9,2,6.45,19.35,27.27,3.66,20.0,0.1,0.1,0.2,0.30000000000000004,0.1
SV,Slurve,BR,10,1.09,2,2,0,0.0,0,0.0,7,3,42.86,30.0,2,20.0,50.0,83.33,1.47,0.0,0.0,0.0,0.0,0.0,0.0
FA,Other,,5,0.55,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,20.0,20.0,0.0,0.0,,1.0,1.0,2.0,3.0,1.0
FS,Split-Finger,OS,4,0.44,1,1,1,100.0,0,0.0,3,2,66.67,50.0,0,0.0,50.0,66.67,0.73,50.0,0.0,0.0,0.0,0.0,0.0
,,,4,0.44,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.37,0.0,,,,,
EP,Eephus,,1,0.11,1,0,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,0.0,,,0.0,,,
