Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,287,23.94,78,61,11,14.1,15,19.23,139,23,16.55,8.01,47,16.38,24.39,32.67,24.87,11.34,0.23,0.377,0.41,0.7869999999999999,0.17999999999999997
CH,Changeup,OS,213,17.76,36,33,8,22.22,3,8.33,87,36,41.38,16.9,28,13.15,30.05,25.2,14.87,13.79,0.091,0.167,0.091,0.258,0.0
SL,Slider,BR,203,16.93,44,37,19,43.18,5,11.36,91,34,37.36,16.75,30,14.78,31.53,18.45,18.46,26.39,0.108,0.25,0.189,0.439,0.081
CU,Curveball,BR,138,11.51,28,22,8,28.57,6,21.43,49,21,42.86,15.22,18,13.04,28.26,16.09,12.05,17.02,0.136,0.321,0.182,0.503,0.045999999999999985
SI,Sinker,FB,114,9.51,34,31,5,14.71,3,8.82,53,8,15.09,7.02,26,22.81,29.82,31.48,7.69,16.67,0.258,0.324,0.581,0.905,0.32299999999999995
FC,Cutter,FB,79,6.59,21,18,2,9.52,1,4.76,44,12,27.27,15.19,12,15.19,30.38,22.58,6.41,8.0,0.222,0.286,0.278,0.5640000000000001,0.05600000000000002
FS,Split-Finger,OS,55,4.59,11,11,4,36.36,0,0.0,27,10,37.04,18.18,3,5.45,23.64,31.43,4.62,22.22,0.091,0.091,0.091,0.182,0.0
ST,Sweeper,BR,54,4.5,14,13,9,64.29,1,7.14,18,8,44.44,14.81,14,25.93,40.74,17.86,5.64,40.91,0.077,0.143,0.077,0.21999999999999997,0.0
KC,Knuckle Curve,BR,50,4.17,11,10,4,36.36,1,9.09,23,11,47.83,22.0,8,16.0,38.0,31.03,5.13,20.0,0.4,0.455,0.8,1.2550000000000001,0.4
,,,6,0.5,3,1,0,0.0,2,66.67,1,0,0.0,0.0,0,0.0,0.0,,0.26,0.0,0.0,0.667,0.0,0.667,0.0
