Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
SI,Sinker,FB,54,30.34,17,15,0,0.0,1,5.88,23,4,17.39,7.41,9,16.67,24.07,21.74,14.29,0.0,0.067,0.176,0.067,0.243,0.0
SL,Slider,BR,38,21.35,10,8,1,10.0,1,10.0,19,6,31.58,15.79,6,15.79,31.58,38.1,14.29,16.67,0.0,0.2,0.0,0.2,0.0
FF,4-Seam Fastball,FB,36,20.22,12,11,3,25.0,1,8.33,19,3,15.79,8.33,7,19.44,27.78,25.0,35.71,20.0,0.273,0.333,0.909,1.242,0.636
FC,Cutter,FB,21,11.8,5,4,0,0.0,0,0.0,12,2,16.67,9.52,6,28.57,38.1,57.14,11.9,0.0,0.25,0.2,0.25,0.45,0.0
ST,Sweeper,BR,11,6.18,3,3,0,0.0,0,0.0,4,0,0.0,0.0,0,0.0,0.0,0.0,9.52,0.0,0.333,0.333,0.333,0.666,0.0
CH,Changeup,OS,5,2.81,2,2,0,0.0,0,0.0,3,0,0.0,0.0,1,20.0,20.0,0.0,4.76,0.0,0.5,0.5,0.5,1.0,0.0
CU,Curveball,BR,5,2.81,2,2,0,0.0,0,0.0,3,0,0.0,0.0,1,20.0,20.0,50.0,2.38,0.0,1.0,1.0,1.5,2.5,0.5
KC,Knuckle Curve,BR,4,2.25,1,1,0,0.0,0,0.0,3,0,0.0,0.0,1,25.0,25.0,100.0,4.76,0.0,1.0,1.0,1.0,2.0,0.0
FS,Split-Finger,OS,2,1.12,1,1,1,100.0,0,0.0,1,1,100.0,50.0,0,0.0,50.0,50.0,2.38,100.0,0.0,0.0,0.0,0.0,0.0
FA,Other,,2,1.12,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,50.0,50.0,100.0,0.0,,1.0,1.0,1.0,2.0,0.0
