Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,543,33.29,165,151,15,9.09,11,6.67,240,25,10.42,4.6,133,24.49,29.1,30.98,28.94,12.2,0.364,0.415,0.517,0.9319999999999999,0.15300000000000002
CH,Changeup,OS,268,16.43,64,60,8,12.5,4,6.25,117,33,28.21,12.31,27,10.07,22.39,28.9,17.41,10.81,0.283,0.328,0.517,0.845,0.23400000000000004
SI,Sinker,FB,189,11.59,51,49,6,11.76,2,3.92,75,9,12.0,4.76,55,29.1,33.86,16.46,9.88,14.29,0.286,0.314,0.469,0.7829999999999999,0.183
SL,Slider,BR,163,9.99,37,34,6,16.22,2,5.41,78,16,20.51,9.82,31,19.02,28.83,33.33,11.53,12.24,0.176,0.243,0.412,0.655,0.236
CU,Curveball,BR,152,9.32,43,41,10,23.26,1,2.33,72,19,26.39,12.5,35,23.03,35.53,42.11,13.18,17.86,0.268,0.279,0.415,0.694,0.14699999999999996
FC,Cutter,FB,142,8.71,36,34,6,16.67,1,2.78,66,8,12.12,5.63,32,22.54,28.17,31.34,6.12,23.08,0.147,0.194,0.206,0.4,0.059
ST,Sweeper,BR,58,3.56,10,10,3,30.0,0,0.0,24,5,20.83,8.62,12,20.69,29.31,16.67,5.18,13.64,0.2,0.2,0.6,0.8,0.39999999999999997
FS,Split-Finger,OS,47,2.88,16,15,1,6.25,1,6.25,22,5,22.73,10.64,4,8.51,19.15,20.0,4.0,5.88,0.267,0.312,0.267,0.579,0.0
KC,Knuckle Curve,BR,40,2.45,9,9,2,22.22,0,0.0,12,2,16.67,5.0,10,25.0,30.0,5.88,2.12,22.22,0.333,0.333,0.444,0.777,0.11099999999999999
SV,Slurve,BR,14,0.86,1,1,0,0.0,0,0.0,3,0,0.0,0.0,2,14.29,14.29,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
FA,Other,,6,0.37,1,1,0,0.0,0,0.0,2,0,0.0,0.0,2,33.33,33.33,50.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0
EP,Eephus,,5,0.31,2,2,0,0.0,0,0.0,2,0,0.0,0.0,1,20.0,20.0,25.0,0.0,,1.0,1.0,1.5,2.5,0.5
FO,Forkball,OS,3,0.18,2,2,1,50.0,0,0.0,2,1,50.0,33.33,0,0.0,33.33,50.0,0.47,50.0,0.5,0.5,0.5,1.0,0.0
,,,1,0.06,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.24,0.0,,,,,
