Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,677,33.92,152,128,45,29.61,18,11.84,324,114,35.19,16.84,113,16.69,33.53,14.88,36.41,19.31,0.211,0.325,0.422,0.747,0.211
SL,Slider,BR,351,17.59,76,63,27,35.53,12,15.79,130,49,37.69,13.96,65,18.52,32.48,14.66,19.22,21.95,0.175,0.303,0.27,0.573,0.09500000000000003
SI,Sinker,FB,341,17.08,101,94,19,18.81,6,5.94,167,27,16.17,7.92,74,21.7,29.62,30.61,12.66,23.46,0.319,0.366,0.585,0.951,0.26599999999999996
ST,Sweeper,BR,197,9.87,45,42,19,42.22,2,4.44,65,28,43.08,14.21,37,18.78,32.99,16.96,10.47,28.36,0.095,0.156,0.19,0.346,0.095
FC,Cutter,FB,174,8.72,39,34,10,25.64,5,12.82,78,23,29.49,13.22,27,15.52,28.74,22.34,6.56,23.81,0.206,0.308,0.294,0.602,0.088
CU,Curveball,BR,112,5.61,19,16,9,47.37,2,10.53,31,9,29.03,8.04,23,20.54,28.57,12.7,7.19,19.57,0.188,0.278,0.25,0.528,0.062
CH,Changeup,OS,69,3.46,14,10,3,21.43,3,21.43,30,7,23.33,10.14,7,10.14,20.29,21.95,3.44,13.64,0.3,0.5,0.5,1.0,0.2
KC,Knuckle Curve,BR,35,1.75,12,12,4,33.33,0,0.0,14,4,28.57,11.43,7,20.0,31.43,16.67,1.41,44.44,0.167,0.167,0.167,0.334,0.0
FS,Split-Finger,OS,26,1.3,8,6,3,37.5,2,25.0,11,4,36.36,15.38,2,7.69,23.08,27.78,2.03,23.08,0.167,0.375,0.333,0.708,0.166
,,,6,0.3,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.16,0.0,,1.0,,,
FO,Forkball,OS,5,0.25,2,1,0,0.0,1,50.0,2,1,50.0,20.0,0,0.0,20.0,25.0,0.47,0.0,1.0,1.0,2.0,3.0,1.0
EP,Eephus,,2,0.1,2,2,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,,0.0,,1.0,1.0,2.5,3.5,1.5
SV,Slurve,BR,1,0.05,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
