Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,300,31.91,65,57,15,23.08,7,10.77,137,30,21.9,10.0,59,19.67,29.67,24.82,30.77,17.05,0.228,0.308,0.351,0.659,0.12299999999999997
SL,Slider,BR,170,18.09,40,40,13,32.5,0,0.0,65,19,29.23,11.18,37,21.76,32.94,18.99,18.18,25.0,0.125,0.125,0.125,0.25,0.0
SI,Sinker,FB,158,16.81,43,39,2,4.65,3,6.98,70,3,4.29,1.9,35,22.15,24.05,14.06,12.24,5.71,0.359,0.419,0.385,0.804,0.026000000000000023
FC,Cutter,FB,94,10.0,21,19,5,23.81,2,9.52,33,6,18.18,6.38,26,27.66,34.04,20.0,8.74,20.0,0.368,0.429,0.421,0.85,0.05299999999999999
ST,Sweeper,BR,88,9.36,19,18,8,42.11,1,5.26,32,14,43.75,15.91,12,13.64,29.55,18.52,12.59,22.22,0.167,0.211,0.278,0.489,0.11100000000000002
CU,Curveball,BR,60,6.38,12,10,2,16.67,2,16.67,23,7,30.43,11.67,11,18.33,30.0,13.33,6.64,10.53,0.1,0.25,0.1,0.35,0.0
CH,Changeup,OS,38,4.04,11,11,1,9.09,0,0.0,21,5,23.81,13.16,6,15.79,28.95,31.25,5.94,5.88,0.273,0.273,0.455,0.728,0.182
FS,Split-Finger,OS,20,2.13,7,6,1,14.29,1,14.29,9,3,33.33,15.0,0,0.0,15.0,33.33,3.85,9.09,0.333,0.429,0.667,1.096,0.334
KC,Knuckle Curve,BR,9,0.96,3,3,0,0.0,0,0.0,6,2,33.33,22.22,1,11.11,33.33,0.0,0.7,0.0,0.667,0.667,1.333,2.0,0.6659999999999999
FA,Other,,2,0.21,0,0,0,,0,,0,0,,0.0,1,50.0,50.0,0.0,0.0,,,,,,
CS,Slow Curve,BR,1,0.11,1,0,0,0.0,0,0.0,0,0,,0.0,0,0.0,0.0,0.0,0.35,0.0,,1.0,,,
