Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,477,29.01,128,113,27,21.09,15,11.72,233,40,17.17,8.39,90,18.87,27.25,25.76,30.18,18.0,0.239,0.328,0.389,0.7170000000000001,0.15000000000000002
SI,Sinker,FB,400,24.33,118,108,14,11.86,7,5.93,182,12,6.59,3.0,82,20.5,23.5,30.73,17.71,15.91,0.269,0.316,0.343,0.659,0.07400000000000001
SL,Slider,BR,304,18.49,84,78,12,14.29,5,5.95,158,42,26.58,13.82,32,10.53,24.34,30.25,19.32,11.46,0.231,0.274,0.372,0.646,0.141
ST,Sweeper,BR,133,8.09,32,31,4,12.5,1,3.12,63,15,23.81,11.28,15,11.28,22.56,25.0,10.26,7.84,0.258,0.281,0.323,0.6040000000000001,0.065
FC,Cutter,FB,114,6.93,31,29,5,16.13,2,6.45,64,15,23.44,13.16,17,14.91,28.07,31.37,5.84,17.24,0.241,0.29,0.31,0.6,0.069
CU,Curveball,BR,76,4.62,19,15,2,10.53,2,10.53,25,3,12.0,3.95,18,23.68,27.63,15.38,5.23,7.69,0.333,0.421,0.4,0.821,0.067
CH,Changeup,OS,64,3.89,16,13,2,12.5,2,12.5,33,5,15.15,7.81,6,9.38,17.19,35.0,5.84,6.9,0.462,0.562,0.769,1.331,0.307
KC,Knuckle Curve,BR,27,1.64,7,6,1,14.29,0,0.0,12,1,8.33,3.7,2,7.41,11.11,7.14,2.41,8.33,0.5,0.571,0.667,1.238,0.16700000000000004
FS,Split-Finger,OS,25,1.52,6,6,0,0.0,0,0.0,11,1,9.09,4.0,1,4.0,8.0,25.0,2.01,0.0,0.333,0.333,0.333,0.666,0.0
FA,Other,,6,0.36,1,1,0,0.0,0,0.0,3,0,0.0,0.0,0,0.0,0.0,25.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
KN,Knuckleball,,6,0.36,0,0,0,,0,,4,1,25.0,16.67,0,0.0,16.67,50.0,0.6,0.0,,,,,
,,,6,0.36,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.2,0.0,,,,,
EP,Eephus,,3,0.18,2,2,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,50.0,0.0,,0.5,0.5,0.5,1.0,0.0
FO,Forkball,OS,2,0.12,1,1,1,100.0,0,0.0,2,1,50.0,50.0,0,0.0,50.0,100.0,0.2,100.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,1,0.06,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,,0.0,,,,,,
