Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,311,26.36,78,67,14,17.95,9,11.54,137,19,13.87,6.11,68,21.86,27.97,22.92,25.52,14.29,0.194,0.308,0.418,0.726,0.22399999999999998
SL,Slider,BR,244,20.68,53,50,19,35.85,3,5.66,89,36,40.45,14.75,45,18.44,33.2,21.68,21.09,23.46,0.22,0.264,0.42,0.6839999999999999,0.19999999999999998
SI,Sinker,FB,216,18.31,67,61,12,17.91,5,7.46,102,12,11.76,5.56,51,23.61,29.17,22.09,15.62,20.0,0.279,0.328,0.426,0.754,0.14699999999999996
ST,Sweeper,BR,115,9.75,19,16,8,42.11,2,10.53,33,12,36.36,10.43,27,23.48,33.91,18.57,10.94,19.05,0.125,0.263,0.188,0.451,0.063
FC,Cutter,FB,98,8.31,19,18,4,21.05,1,5.26,38,8,21.05,8.16,21,21.43,29.59,15.22,4.69,22.22,0.222,0.263,0.278,0.541,0.05600000000000002
CH,Changeup,OS,73,6.19,20,16,5,25.0,4,20.0,37,9,24.32,12.33,8,10.96,23.29,31.58,10.16,12.82,0.375,0.5,0.625,1.125,0.25
CU,Curveball,BR,67,5.68,12,9,3,25.0,3,25.0,21,5,23.81,7.46,14,20.9,28.36,11.43,6.25,12.5,0.333,0.5,0.444,0.944,0.11099999999999999
FS,Split-Finger,OS,16,1.36,3,3,2,66.67,0,0.0,5,2,40.0,12.5,2,12.5,25.0,16.67,2.6,20.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,12,1.02,5,5,3,60.0,0,0.0,3,0,0.0,0.0,5,41.67,41.67,0.0,0.78,100.0,0.4,0.4,0.4,0.8,0.0
FA,Other,,9,0.76,1,1,0,0.0,0,0.0,5,2,40.0,22.22,1,11.11,33.33,33.33,1.04,0.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,9,0.76,0,0,0,,0,,1,0,0.0,0.0,4,44.44,44.44,0.0,0.78,0.0,,,,,
EP,Eephus,,7,0.59,2,1,0,0.0,0,0.0,1,0,0.0,0.0,1,14.29,14.29,0.0,0.26,0.0,0.0,0.5,0.0,0.5,0.0
FO,Forkball,OS,2,0.17,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.26,0.0,,,,,
,,,1,0.08,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
