Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,375,29.32,85,72,12,14.12,12,14.12,194,43,22.16,11.47,66,17.6,29.07,34.43,29.84,10.81,0.181,0.306,0.278,0.5840000000000001,0.09700000000000003
SL,Slider,BR,253,19.78,80,76,22,27.5,2,2.5,137,44,32.12,17.39,33,13.04,30.43,38.85,19.89,29.73,0.224,0.238,0.316,0.554,0.092
SI,Sinker,FB,226,17.67,72,68,7,9.72,2,2.78,115,16,13.91,7.08,43,19.03,26.11,38.18,9.68,19.44,0.412,0.431,0.5,0.931,0.08800000000000002
ST,Sweeper,BR,155,12.12,42,41,13,30.95,1,2.38,82,26,31.71,16.77,13,8.39,25.16,39.8,14.78,23.64,0.195,0.214,0.22,0.434,0.024999999999999994
FC,Cutter,FB,102,7.97,31,30,8,25.81,0,0.0,55,15,27.27,14.71,17,16.67,31.37,47.37,6.72,32.0,0.233,0.233,0.467,0.7000000000000001,0.234
CU,Curveball,BR,67,5.24,16,15,4,25.0,1,6.25,42,15,35.71,22.39,9,13.43,35.82,57.5,8.06,13.33,0.267,0.312,0.333,0.645,0.066
CH,Changeup,OS,50,3.91,16,16,2,12.5,0,0.0,32,6,18.75,12.0,1,2.0,14.0,43.33,6.18,8.7,0.25,0.25,0.312,0.562,0.062
KC,Knuckle Curve,BR,24,1.88,7,7,3,42.86,0,0.0,14,7,50.0,29.17,5,20.83,50.0,50.0,2.15,37.5,0.143,0.143,0.143,0.286,0.0
FS,Split-Finger,OS,14,1.09,1,1,0,0.0,0,0.0,5,1,20.0,7.14,1,7.14,14.29,38.46,2.15,0.0,1.0,1.0,1.0,2.0,0.0
EP,Eephus,,5,0.39,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
,,,4,0.31,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
SV,Slurve,BR,3,0.23,2,2,1,50.0,0,0.0,3,2,66.67,66.67,0,0.0,66.67,100.0,0.27,100.0,0.0,0.0,0.0,0.0,0.0
PO,Pitch Out,,1,0.08,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.27,0.0,,,,,
