Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,532,35.33,123,109,18,14.63,10,8.13,237,41,17.3,7.71,109,20.49,28.2,24.52,32.62,13.04,0.339,0.397,0.532,0.929,0.193
SI,Sinker,FB,209,13.88,51,45,4,7.84,6,11.76,81,7,8.64,3.35,51,24.4,27.75,22.22,9.93,9.52,0.222,0.314,0.378,0.692,0.156
SL,Slider,BR,202,13.41,50,44,13,26.0,5,10.0,106,29,27.36,14.36,33,16.34,30.69,33.98,17.73,17.33,0.205,0.286,0.295,0.581,0.09
CH,Changeup,OS,181,12.02,52,51,11,21.15,1,1.92,87,22,25.29,12.15,20,11.05,23.2,30.1,12.06,21.57,0.196,0.212,0.216,0.428,0.01999999999999999
FC,Cutter,FB,149,9.89,40,35,5,12.5,2,5.0,88,17,19.32,11.41,21,14.09,25.5,30.36,8.04,14.71,0.171,0.231,0.429,0.66,0.258
CU,Curveball,BR,86,5.71,32,31,4,12.5,0,0.0,53,11,20.75,12.79,11,12.79,25.58,46.67,7.57,12.5,0.194,0.194,0.355,0.5489999999999999,0.16099999999999998
ST,Sweeper,BR,61,4.05,18,16,3,16.67,1,5.56,35,8,22.86,13.11,9,14.75,27.87,37.93,5.91,12.0,0.125,0.222,0.375,0.597,0.25
FS,Split-Finger,OS,49,3.25,16,15,0,0.0,1,6.25,27,3,11.11,6.12,4,8.16,14.29,37.14,3.55,0.0,0.333,0.375,0.6,0.975,0.26699999999999996
KC,Knuckle Curve,BR,28,1.86,8,8,2,25.0,0,0.0,13,4,30.77,14.29,7,25.0,39.29,38.46,2.36,20.0,0.375,0.375,0.5,0.875,0.125
SV,Slurve,BR,4,0.27,1,0,0,0.0,0,0.0,2,0,0.0,0.0,2,50.0,50.0,100.0,0.24,0.0,,,,,
FA,Other,,3,0.2,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
,,,2,0.13,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
