Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,81,34.91,22,19,8,36.36,3,13.64,40,10,25.0,12.35,13,16.05,28.4,22.5,41.27,30.77,0.211,0.318,0.263,0.581,0.05200000000000002
CH,Changeup,OS,64,27.59,21,19,5,23.81,0,0.0,36,14,38.89,21.88,5,7.81,29.69,42.86,33.33,23.81,0.211,0.25,0.263,0.513,0.05200000000000002
SI,Sinker,FB,27,11.64,8,7,2,25.0,1,12.5,12,1,8.33,3.7,5,18.52,22.22,18.18,4.76,66.67,0.143,0.25,0.143,0.393,0.0
SL,Slider,BR,13,5.6,4,3,1,25.0,0,0.0,8,3,37.5,23.08,2,15.38,38.46,40.0,1.59,100.0,0.333,0.333,0.333,0.666,0.0
FC,Cutter,FB,12,5.17,1,1,0,0.0,0,0.0,7,0,0.0,0.0,2,16.67,16.67,42.86,1.59,0.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,10,4.31,2,2,0,0.0,0,0.0,6,0,0.0,0.0,0,0.0,0.0,33.33,7.94,0.0,0.0,0.0,0.0,0.0,0.0
FA,Other,,8,3.45,3,3,0,0.0,0,0.0,5,0,0.0,0.0,2,25.0,25.0,33.33,1.59,0.0,0.0,0.0,0.0,0.0,0.0
ST,Sweeper,BR,7,3.02,1,1,0,0.0,0,0.0,5,2,40.0,28.57,1,14.29,42.86,66.67,1.59,0.0,1.0,1.0,1.0,2.0,0.0
CU,Curveball,BR,5,2.16,1,1,1,100.0,0,0.0,2,1,50.0,20.0,1,20.0,40.0,0.0,4.76,33.33,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,4,1.72,0,0,0,,0,,0,0,,0.0,1,25.0,25.0,0.0,1.59,0.0,,,,,
KN,Knuckleball,,1,0.43,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
