Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,224,36.72,52,39,18,34.62,11,21.15,89,26,29.21,11.61,46,20.54,32.14,12.38,36.16,28.12,0.128,0.32,0.231,0.551,0.10300000000000001
SL,Slider,BR,128,20.98,31,28,4,12.9,3,9.68,57,14,24.56,10.94,19,14.84,25.78,23.44,25.99,8.7,0.393,0.452,0.679,1.131,0.28600000000000003
SI,Sinker,FB,102,16.72,23,19,3,13.04,2,8.7,40,5,12.5,4.9,25,24.51,29.41,23.91,9.6,17.65,0.158,0.227,0.368,0.595,0.21
FC,Cutter,FB,37,6.07,7,7,3,42.86,0,0.0,16,7,43.75,18.92,9,24.32,43.24,15.38,3.39,50.0,0.143,0.143,0.143,0.286,0.0
ST,Sweeper,BR,37,6.07,14,13,2,14.29,1,7.14,18,3,16.67,8.11,3,8.11,16.22,11.11,5.08,22.22,0.154,0.214,0.231,0.445,0.07700000000000001
CU,Curveball,BR,31,5.08,7,7,3,42.86,0,0.0,9,3,33.33,9.68,7,22.58,32.26,5.56,9.04,18.75,0.143,0.143,0.286,0.42899999999999994,0.143
KC,Knuckle Curve,BR,18,2.95,6,6,4,66.67,0,0.0,5,3,60.0,16.67,5,27.78,44.44,25.0,5.08,44.44,0.0,0.0,0.0,0.0,0.0
CH,Changeup,OS,15,2.46,8,7,1,12.5,0,0.0,8,0,0.0,0.0,4,26.67,26.67,20.0,2.82,20.0,0.143,0.143,0.143,0.286,0.0
FS,Split-Finger,OS,8,1.31,3,3,1,33.33,0,0.0,4,1,25.0,12.5,0,0.0,12.5,33.33,2.26,25.0,0.0,0.0,0.0,0.0,0.0
,,,7,1.15,2,2,1,50.0,0,0.0,3,1,33.33,14.29,1,14.29,28.57,,0.56,100.0,0.0,0.0,0.0,0.0,0.0
EP,Eephus,,2,0.33,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
FA,Other,,1,0.16,0,0,0,,0,,1,1,100.0,100.0,0,0.0,100.0,,0.0,,,,,,
