Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,564,36.91,152,138,28,18.42,9,5.92,303,58,19.14,10.28,94,16.67,26.95,22.97,38.17,15.64,0.312,0.347,0.543,0.89,0.23100000000000004
CH,Changeup,OS,258,16.88,66,64,17,25.76,2,3.03,125,37,29.6,14.34,32,12.4,26.74,32.69,17.7,20.48,0.25,0.273,0.375,0.648,0.125
SI,Sinker,FB,147,9.62,45,37,6,13.33,8,17.78,59,11,18.64,7.48,32,21.77,29.25,18.92,6.61,19.35,0.27,0.4,0.297,0.6970000000000001,0.02699999999999997
SL,Slider,BR,142,9.29,37,34,7,18.92,3,8.11,68,22,32.35,15.49,18,12.68,28.17,28.74,8.96,16.67,0.294,0.351,0.706,1.057,0.412
CU,Curveball,BR,130,8.51,29,29,9,31.03,0,0.0,61,20,32.79,15.38,19,14.62,30.0,39.24,9.81,19.57,0.103,0.103,0.172,0.27499999999999997,0.06899999999999999
FC,Cutter,FB,101,6.61,22,21,4,18.18,1,4.55,60,13,21.67,12.87,8,7.92,20.79,31.91,5.54,15.38,0.286,0.318,0.333,0.651,0.04700000000000004
FS,Split-Finger,OS,67,4.38,18,18,2,11.11,0,0.0,37,11,29.73,16.42,4,5.97,22.39,35.0,4.69,9.09,0.333,0.333,0.556,0.889,0.22300000000000003
ST,Sweeper,BR,63,4.12,16,14,5,31.25,2,12.5,28,10,35.71,15.87,15,23.81,39.68,37.93,3.84,27.78,0.214,0.312,0.286,0.598,0.07199999999999998
KC,Knuckle Curve,BR,43,2.81,14,14,7,50.0,0,0.0,21,9,42.86,20.93,7,16.28,37.21,46.67,3.84,38.89,0.143,0.143,0.143,0.286,0.0
FA,Other,,5,0.33,2,2,0,0.0,0,0.0,3,0,0.0,0.0,0,0.0,0.0,33.33,0.21,0.0,1.0,1.0,1.5,2.5,0.5
EP,Eephus,,2,0.13,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,2.0,0.0
FO,Forkball,OS,2,0.13,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,50.0,50.0,,0.0,,1.0,1.0,2.0,3.0,1.0
SV,Slurve,BR,2,0.13,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.21,0.0,,,,,
PO,Pitch Out,,1,0.07,1,0,0,0.0,0,0.0,0,0,,0.0,0,0.0,0.0,0.0,0.21,0.0,,,,,
,,,1,0.07,1,1,1,100.0,0,0.0,0,0,,0.0,0,0.0,0.0,,0.21,100.0,0.0,0.0,0.0,0.0,0.0
