Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,588,36.36,146,129,31,21.23,11,7.53,338,91,26.92,15.48,83,14.12,29.59,44.85,38.76,16.06,0.248,0.322,0.45,0.772,0.202
CH,Changeup,OS,242,14.97,68,64,15,22.06,4,5.88,125,31,24.8,12.81,23,9.5,22.31,36.73,15.46,19.48,0.125,0.176,0.188,0.364,0.063
SL,Slider,BR,210,12.99,56,50,13,23.21,3,5.36,112,35,31.25,16.67,25,11.9,28.57,35.45,13.05,20.0,0.26,0.339,0.42,0.759,0.15999999999999998
CU,Curveball,BR,144,8.91,39,35,9,23.08,1,2.56,81,23,28.4,15.97,14,9.72,25.69,40.0,11.24,16.07,0.286,0.342,0.4,0.742,0.11400000000000005
SI,Sinker,FB,132,8.16,38,35,4,10.53,1,2.63,63,13,20.63,9.85,31,23.48,33.33,34.48,5.22,15.38,0.429,0.447,0.686,1.133,0.25700000000000006
FC,Cutter,FB,103,6.37,19,17,2,10.53,0,0.0,56,13,23.21,12.62,14,13.59,26.21,34.55,4.02,10.0,0.353,0.389,0.588,0.977,0.235
ST,Sweeper,BR,87,5.38,24,23,5,20.83,0,0.0,51,12,23.53,13.79,9,10.34,24.14,35.0,5.82,17.24,0.13,0.167,0.261,0.42800000000000005,0.131
FS,Split-Finger,OS,46,2.84,10,10,5,50.0,0,0.0,23,9,39.13,19.57,3,6.52,26.09,33.33,3.82,26.32,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,45,2.78,15,15,2,13.33,0,0.0,24,4,16.67,8.89,5,11.11,20.0,36.0,2.41,16.67,0.333,0.333,0.533,0.8660000000000001,0.2
,,,14,0.87,3,0,0,0.0,3,100.0,0,0,,0.0,0,0.0,0.0,,0.2,0.0,,1.0,,,
EP,Eephus,,4,0.25,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,1.0,,,
SV,Slurve,BR,2,0.12,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
