Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,243,24.65,62,58,20,32.26,3,4.84,129,33,25.58,13.58,53,21.81,35.39,35.0,26.71,27.03,0.259,0.306,0.741,1.047,0.482
SI,Sinker,FB,208,21.1,51,46,6,11.76,3,5.88,78,6,7.69,2.88,61,29.33,32.21,32.04,11.55,18.75,0.217,0.294,0.478,0.772,0.261
SL,Slider,BR,200,20.28,55,49,22,40.0,5,9.09,106,46,43.4,23.0,23,11.5,34.5,33.94,24.19,32.84,0.184,0.255,0.245,0.5,0.061
ST,Sweeper,BR,99,10.04,32,29,8,25.0,2,6.25,42,16,38.1,16.16,19,19.19,35.35,39.06,11.19,25.81,0.31,0.344,0.655,0.999,0.34500000000000003
FC,Cutter,FB,77,7.81,25,21,6,24.0,2,8.0,37,15,40.54,19.48,10,12.99,32.47,25.58,4.33,50.0,0.333,0.4,0.571,0.971,0.23799999999999993
CU,Curveball,BR,61,6.19,14,13,5,35.71,1,7.14,20,4,20.0,6.56,11,18.03,24.59,21.05,6.86,26.32,0.231,0.286,0.538,0.8240000000000001,0.30700000000000005
CH,Changeup,OS,39,3.96,9,8,3,33.33,0,0.0,19,5,26.32,12.82,4,10.26,23.08,23.81,5.78,18.75,0.375,0.444,1.25,1.694,0.875
FS,Split-Finger,OS,21,2.13,6,5,4,66.67,1,16.67,12,6,50.0,28.57,0,0.0,28.57,47.06,3.61,40.0,0.0,0.167,0.0,0.167,0.0
KC,Knuckle Curve,BR,16,1.62,1,1,0,0.0,0,0.0,7,1,14.29,6.25,3,18.75,25.0,28.57,2.17,0.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,8,0.81,4,3,2,50.0,1,25.0,4,3,75.0,37.5,1,12.5,50.0,50.0,1.44,50.0,0.333,0.5,0.667,1.167,0.334
FA,Other,,6,0.61,1,1,0,0.0,0,0.0,3,0,0.0,0.0,1,16.67,16.67,0.0,1.08,0.0,1.0,1.0,2.0,3.0,1.0
FO,Forkball,OS,6,0.61,0,0,0,,0,,2,0,0.0,0.0,1,16.67,16.67,25.0,1.08,0.0,,,,,
,,,2,0.2,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
