Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,864,43.66,189,162,17,8.99,26,13.76,350,25,7.14,2.89,224,25.93,28.82,20.95,38.3,7.69,0.302,0.397,0.395,0.792,0.09300000000000003
SI,Sinker,FB,250,12.63,65,55,5,7.69,8,12.31,84,5,5.95,2.0,64,25.6,27.6,7.89,9.19,9.43,0.255,0.369,0.436,0.8049999999999999,0.181
CH,Changeup,OS,214,10.81,67,64,4,5.97,2,2.99,105,13,12.38,6.07,26,12.15,18.22,28.69,12.13,5.71,0.281,0.299,0.406,0.7050000000000001,0.125
SL,Slider,BR,169,8.54,42,33,4,9.52,7,16.67,65,12,18.46,7.1,31,18.34,25.44,17.86,9.71,7.14,0.212,0.333,0.333,0.666,0.12100000000000002
FC,Cutter,FB,149,7.53,39,36,4,10.26,3,7.69,66,5,7.58,3.36,25,16.78,20.13,16.9,7.8,8.89,0.306,0.359,0.5,0.859,0.194
CU,Curveball,BR,136,6.87,35,35,9,25.71,0,0.0,63,9,14.29,6.62,34,25.0,31.62,24.56,8.49,18.37,0.171,0.171,0.229,0.4,0.057999999999999996
FS,Split-Finger,OS,78,3.94,24,22,5,20.83,2,8.33,32,10,31.25,12.82,9,11.54,24.36,31.37,5.55,15.62,0.227,0.292,0.227,0.519,0.0
KC,Knuckle Curve,BR,53,2.68,15,15,0,0.0,0,0.0,23,1,4.35,1.89,12,22.64,24.53,22.73,3.64,0.0,0.333,0.333,0.467,0.8,0.134
ST,Sweeper,BR,50,2.53,13,13,4,30.77,0,0.0,19,3,15.79,6.0,11,22.0,28.0,16.67,4.85,10.71,0.231,0.231,0.308,0.539,0.07699999999999999
,,,7,0.35,2,0,0,0.0,2,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
EP,Eephus,,4,0.2,1,1,0,0.0,0,0.0,3,0,0.0,0.0,0,0.0,0.0,75.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
FA,Other,,4,0.2,2,2,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.17,0.0,0.5,0.5,0.5,1.0,0.0
CS,Slow Curve,BR,1,0.05,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
