gid,date,year,batter,bSide,pitcher,pSide,result,isStrikeout,isWalk,bPA,bAVG,bK,bK%,bBB,bBB%,bOPS,bISO,bWhiff%,bSwStr%,bcStr%,bCSW%,bChase%,bPutaway%,pbPA,pbAVG,pbK,pbK%,pbBB,pbBB%,pbOPS,pbISO,pbWhiff%,pbSwStr%,pbcStr%,pbCSW%,pbChase%,pbPutaway%,pPA,pAVG,pK,pK%,pBB,pBB%,pOPS,pISO,pWhiff%,pSwStr%,pcStr%,pCSW%,pChase%,pPutaway%,ppPA,ppAVG,ppK,ppK%,ppBB,ppBB%,ppOPS,ppISO,ppWhiff%,ppSwStr%,ppcStr%,ppCSW%,ppChase%,ppPutaway%
776504,2025-09-01,2025,668227,R,669358,R,single,False,False,425.0,0.23,114.0,26.82,45.0,10.59,0.778,0.20099999999999998,31.87,13.58,18.79,32.37,22.6,20.43,468.0,0.214,127.0,27.14,47.0,10.04,0.688,0.153,30.68,12.79,20.24,33.03,25.68,18.89,343.0,0.243,72.0,20.99,33.0,9.62,0.79,0.22699999999999998,24.34,11.97,15.66,27.63,28.48,19.41,152.0,0.237,36.0,23.68,9.0,5.92,0.613,0.087,26.01,13.17,16.14,29.31,25.51,24.66
776504,2025-09-01,2025,663728,L,669358,R,field_out,False,False,417.0,0.223,103.0,24.7,67.0,16.07,0.882,0.30200000000000005,29.02,14.04,10.5,24.54,28.56,19.73,457.0,0.234,135.0,29.54,58.0,12.69,0.768,0.1989999999999999,30.74,15.47,12.18,27.65,31.39,21.08,275.0,0.267,78.0,28.36,21.0,7.64,0.768,0.16599999999999998,27.38,13.53,16.35,29.89,29.82,25.24,167.0,0.164,33.0,19.76,18.0,10.78,0.5780000000000001,0.151,23.49,11.68,14.07,25.75,22.77,15.49
776504,2025-09-01,2025,677594,R,669358,R,strikeout,True,False,448.0,0.268,95.0,21.21,25.0,5.58,0.764,0.172,29.43,16.26,12.13,28.4,37.16,19.75,450.0,0.275,115.0,25.56,28.0,6.22,0.7330000000000001,0.131,30.57,16.5,11.62,28.12,37.47,19.32,343.0,0.243,72.0,20.99,33.0,9.62,0.79,0.22699999999999998,24.34,11.97,15.66,27.63,28.48,19.41,152.0,0.237,36.0,23.68,9.0,5.92,0.613,0.087,26.01,13.17,16.14,29.31,25.51,24.66
776504,2025-09-01,2025,802415,L,622491,R,field_out,False,False,259.0,0.285,28.0,10.81,13.0,5.02,0.675,0.07,9.88,4.65,21.2,25.85,27.61,12.33,,,,,,,,,,,,,,,325.0,0.289,56.0,17.23,31.0,9.54,0.854,0.202,20.0,10.03,12.52,22.55,26.58,11.93,347.0,0.275,67.0,19.31,27.0,7.78,0.845,0.2339999999999999,21.25,10.67,14.85,25.52,29.2,15.4
776504,2025-09-01,2025,650490,R,622491,R,field_out,False,False,402.0,0.289,69.0,17.16,28.0,6.97,0.787,0.15500000000000003,19.33,8.38,18.54,26.92,23.42,16.75,483.0,0.261,83.0,17.18,40.0,8.28,0.706,0.1169999999999999,14.44,6.27,18.66,24.93,23.13,15.4,316.0,0.227,77.0,24.37,12.0,3.8,0.623,0.13299999999999998,28.01,14.47,15.64,30.11,29.52,21.69,375.0,0.205,108.0,28.8,20.0,5.33,0.5760000000000001,0.118,29.94,15.19,15.32,30.52,32.66,20.38
776504,2025-09-01,2025,664040,L,622491,R,strikeout,True,False,348.0,0.29,84.0,24.14,30.0,8.62,0.906,0.26700000000000007,31.43,17.36,9.24,26.6,29.17,21.16,353.0,0.24,91.0,25.78,30.0,8.5,0.773,0.221,32.8,17.91,9.72,27.63,31.22,21.11,325.0,0.289,56.0,17.23,31.0,9.54,0.854,0.202,20.0,10.03,12.52,22.55,26.58,11.93,347.0,0.275,67.0,19.31,27.0,7.78,0.845,0.2339999999999999,21.25,10.67,14.85,25.52,29.2,15.4
776504,2025-09-01,2025,647304,L,669358,R,field_out,False,False,349.0,0.284,43.0,12.32,37.0,10.6,0.821,0.17500000000000004,19.39,10.3,10.89,21.19,33.61,15.93,459.0,0.251,71.0,15.47,43.0,9.37,0.7989999999999999,0.2229999999999999,21.48,10.79,11.97,22.76,32.46,15.64,275.0,0.267,78.0,28.36,21.0,7.64,0.768,0.16599999999999998,27.38,13.53,16.35,29.89,29.82,25.24,167.0,0.164,33.0,19.76,18.0,10.78,0.5780000000000001,0.151,23.49,11.68,14.07,25.75,22.77,15.49
776504,2025-09-01,2025,553993,R,669358,R,double,False,False,400.0,0.262,111.0,27.75,22.0,5.5,0.8999999999999999,0.31199999999999994,32.29,16.62,13.92,30.54,32.95,22.11,447.0,0.256,115.0,25.73,27.0,6.04,0.7849999999999999,0.2199999999999999,27.76,13.63,15.65,29.27,28.62,22.2,343.0,0.243,72.0,20.99,33.0,9.62,0.79,0.22699999999999998,24.34,11.97,15.66,27.63,28.48,19.41,152.0,0.237,36.0,23.68,9.0,5.92,0.613,0.087,26.01,13.17,16.14,29.31,25.51,24.66
776504,2025-09-01,2025,593871,L,669358,R,field_out,False,False,345.0,0.246,51.0,14.78,29.0,8.41,0.7829999999999999,0.22299999999999998,23.41,10.33,17.54,27.87,23.1,14.53,339.0,0.198,109.0,32.15,40.0,11.8,0.6459999999999999,0.1469999999999999,31.55,13.18,18.2,31.38,23.45,25.95,275.0,0.267,78.0,28.36,21.0,7.64,0.768,0.16599999999999998,27.38,13.53,16.35,29.89,29.82,25.24,167.0,0.164,33.0,19.76,18.0,10.78,0.5780000000000001,0.151,23.49,11.68,14.07,25.75,22.77,15.49
776504,2025-09-01,2025,686527,L,669358,R,strikeout,True,False,155.0,0.292,33.0,21.29,10.0,6.45,0.835,0.201,24.38,13.11,13.78,26.89,38.11,16.26,174.0,0.213,45.0,25.86,17.0,9.77,0.7,0.1999999999999999,33.14,17.58,14.13,31.71,39.34,24.06,275.0,0.267,78.0,28.36,21.0,7.64,0.768,0.16599999999999998,27.38,13.53,16.35,29.89,29.82,25.24,167.0,0.164,33.0,19.76,18.0,10.78,0.5780000000000001,0.151,23.49,11.68,14.07,25.75,22.77,15.49
