gid,date,year,batter,bSide,pitcher,pSide,result,isStrikeout,isWalk,bPA,bAVG,bK,bK%,bBB,bBB%,bOPS,bISO,bWhiff%,bSwStr%,bcStr%,bCSW%,bChase%,bPutaway%,pbPA,pbAVG,pbK,pbK%,pbBB,pbBB%,pbOPS,pbISO,pbWhiff%,pbSwStr%,pbcStr%,pbCSW%,pbChase%,pbPutaway%,pPA,pAVG,pK,pK%,pBB,pBB%,pOPS,pISO,pWhiff%,pSwStr%,pcStr%,pCSW%,pChase%,pPutaway%,ppPA,ppAVG,ppK,ppK%,ppBB,ppBB%,ppOPS,ppISO,ppWhiff%,ppSwStr%,ppcStr%,ppCSW%,ppChase%,ppPutaway%
778557,2025-03-27,2025,694192,R,607074,L,strikeout,True,False,,,,,,,,,,,,,,,176.0,0.267,35.0,19.89,15.0,8.52,0.696,0.0989999999999999,25.7,12.89,15.37,28.26,28.9,17.89,,,,,,,,,,,,,,,605.0,0.238,157.0,25.95,47.0,7.77,0.763,0.216,30.2,15.03,13.82,28.86,31.01,18.56
778557,2025-03-27,2025,592885,L,607074,L,field_out,False,False,,,,,,,,,,,,,,,99.0,0.322,17.0,17.17,10.0,10.1,0.904,0.184,22.94,10.54,17.03,27.57,26.6,16.5,,,,,,,,,,,,,,,135.0,0.224,38.0,28.15,10.0,7.41,0.633,0.1279999999999999,29.76,14.04,17.6,31.65,30.15,23.17
778557,2025-03-27,2025,661388,R,607074,L,field_out,False,False,,,,,,,,,,,,,,,169.0,0.312,40.0,23.67,23.0,13.61,0.888,0.174,28.53,13.14,12.86,26.0,27.46,18.26,,,,,,,,,,,,,,,605.0,0.238,157.0,25.95,47.0,7.77,0.763,0.216,30.2,15.03,13.82,28.86,31.01,18.56
778557,2025-03-27,2025,669224,L,642547,R,home_run,False,False,,,,,,,,,,,,,,,338.0,0.236,66.0,19.53,39.0,11.54,0.761,0.198,26.24,13.21,12.6,25.81,26.38,16.41,,,,,,,,,,,,,,,373.0,0.208,104.0,27.88,37.0,9.92,0.62,0.124,31.98,15.08,13.23,28.31,30.38,20.64
778557,2025-03-27,2025,592450,R,642547,R,field_out,False,False,,,,,,,,,,,,,,,520.0,0.326,125.0,24.04,83.0,15.96,1.132,0.3649999999999999,29.98,12.67,14.7,27.37,18.47,19.41,,,,,,,,,,,,,,,353.0,0.24,96.0,27.2,31.0,8.78,0.771,0.205,30.14,14.02,14.62,28.64,25.65,18.39
778557,2025-03-27,2025,641355,L,642547,R,strikeout,True,False,,,,,,,,,,,,,,,403.0,0.251,63.0,15.63,43.0,10.67,0.753,0.1689999999999999,22.81,10.91,14.83,25.73,31.35,15.99,,,,,,,,,,,,,,,373.0,0.208,104.0,27.88,37.0,9.92,0.62,0.124,31.98,15.08,13.23,28.31,30.38,20.64
778557,2025-03-27,2025,502671,R,642547,R,field_out,False,False,,,,,,,,,,,,,,,488.0,0.23,145.0,29.71,31.0,6.35,0.675,0.165,29.96,14.73,17.14,31.87,31.3,20.26,,,,,,,,,,,,,,,353.0,0.24,96.0,27.2,31.0,8.78,0.771,0.205,30.14,14.02,14.62,28.64,25.65,18.39
778557,2025-03-27,2025,656555,R,607074,L,field_out,False,False,,,,,,,,,,,,,,,131.0,0.218,35.0,26.72,17.0,12.98,0.778,0.237,22.73,9.55,19.44,28.99,24.01,18.99,,,,,,,,,,,,,,,605.0,0.238,157.0,25.95,47.0,7.77,0.763,0.216,30.2,15.03,13.82,28.86,31.01,18.56
778557,2025-03-27,2025,686217,L,607074,L,single,False,False,,,,,,,,,,,,,,,94.0,0.241,15.0,15.96,7.0,7.45,0.653,0.1079999999999999,13.7,5.49,22.8,28.3,22.28,13.46,,,,,,,,,,,,,,,135.0,0.224,38.0,28.15,10.0,7.41,0.633,0.1279999999999999,29.76,14.04,17.6,31.65,30.15,23.17
778557,2025-03-27,2025,687401,R,607074,L,force_out,False,False,,,,,,,,,,,,,,,155.0,0.22,37.0,23.87,21.0,13.55,0.777,0.221,17.65,7.13,23.48,30.61,25.77,18.23,,,,,,,,,,,,,,,605.0,0.238,157.0,25.95,47.0,7.77,0.763,0.216,30.2,15.03,13.82,28.86,31.01,18.56
778557,2025-03-27,2025,669003,L,607074,L,field_out,False,False,,,,,,,,,,,,,,,37.0,0.273,15.0,40.54,2.0,5.41,0.6779999999999999,0.0909999999999999,34.43,14.38,21.23,35.62,19.67,31.25,,,,,,,,,,,,,,,135.0,0.224,38.0,28.15,10.0,7.41,0.633,0.1279999999999999,29.76,14.04,17.6,31.65,30.15,23.17
778557,2025-03-27,2025,665862,L,642547,R,strikeout,True,False,,,,,,,,,,,,,,,411.0,0.26,100.0,24.33,36.0,8.76,0.787,0.201,29.81,14.07,14.79,28.86,28.79,20.7,,,,,,,,,,,,,,,373.0,0.208,104.0,27.88,37.0,9.92,0.62,0.124,31.98,15.08,13.23,28.31,30.38,20.64
778557,2025-03-27,2025,691176,L,642547,R,field_out,False,False,,,,,,,,,,,,,,,44.0,0.211,13.0,29.55,6.0,13.64,0.7130000000000001,0.184,20.45,10.06,15.64,25.7,27.47,20.31,,,,,,,,,,,,,,,373.0,0.208,104.0,27.88,37.0,9.92,0.62,0.124,31.98,15.08,13.23,28.31,30.38,20.64
778557,2025-03-27,2025,683011,R,642547,R,home_run,False,False,,,,,,,,,,,,,,,500.0,0.242,116.0,23.2,27.0,5.4,0.6559999999999999,0.126,23.37,11.26,18.88,30.14,30.04,18.95,,,,,,,,,,,,,,,353.0,0.24,96.0,27.2,31.0,8.78,0.771,0.205,30.14,14.02,14.62,28.64,25.65,18.39
778557,2025-03-27,2025,700250,L,642547,R,strikeout,True,False,,,,,,,,,,,,,,,133.0,0.183,37.0,27.82,13.0,9.77,0.654,0.208,24.7,11.4,14.52,25.92,21.99,22.42,,,,,,,,,,,,,,,373.0,0.208,104.0,27.88,37.0,9.92,0.62,0.124,31.98,15.08,13.23,28.31,30.38,20.64
778557,2025-03-27,2025,681962,R,607074,L,home_run,False,False,,,,,,,,,,,,,,,4.0,0.25,0.0,0.0,0.0,0.0,0.75,0.25,11.11,6.25,18.75,25.0,20.0,0.0,,,,,,,,,,,,,,,605.0,0.238,157.0,25.95,47.0,7.77,0.763,0.216,30.2,15.03,13.82,28.86,31.01,18.56
778557,2025-03-27,2025,668930,L,607074,L,single,False,False,,,,,,,,,,,,,,,128.0,0.237,26.0,20.31,8.0,6.25,0.586,0.06,16.8,8.04,18.04,26.08,27.73,16.99,,,,,,,,,,,,,,,135.0,0.224,38.0,28.15,10.0,7.41,0.633,0.1279999999999999,29.76,14.04,17.6,31.65,30.15,23.17
778557,2025-03-27,2025,694192,R,607074,L,strikeout,True,False,,,,,,,,,,,,,,,176.0,0.267,35.0,19.89,15.0,8.52,0.696,0.0989999999999999,25.7,12.89,15.37,28.26,28.9,17.89,,,,,,,,,,,,,,,605.0,0.238,157.0,25.95,47.0,7.77,0.763,0.216,30.2,15.03,13.82,28.86,31.01,18.56
778557,2025-03-27,2025,592885,L,607074,L,field_out,False,False,,,,,,,,,,,,,,,99.0,0.322,17.0,17.17,10.0,10.1,0.904,0.184,22.94,10.54,17.03,27.57,26.6,16.5,,,,,,,,,,,,,,,135.0,0.224,38.0,28.15,10.0,7.41,0.633,0.1279999999999999,29.76,14.04,17.6,31.65,30.15,23.17
778557,2025-03-27,2025,661388,R,607074,L,strikeout,True,False,,,,,,,,,,,,,,,169.0,0.312,40.0,23.67,23.0,13.61,0.888,0.174,28.53,13.14,12.86,26.0,27.46,18.26,,,,,,,,,,,,,,,605.0,0.238,157.0,25.95,47.0,7.77,0.763,0.216,30.2,15.03,13.82,28.86,31.01,18.56
778557,2025-03-27,2025,665828,L,642547,R,field_out,False,False,,,,,,,,,,,,,,,243.0,0.268,43.0,17.7,17.0,7.0,0.729,0.1409999999999999,18.2,8.48,16.75,25.24,29.09,15.36,,,,,,,,,,,,,,,373.0,0.208,104.0,27.88,37.0,9.92,0.62,0.124,31.98,15.08,13.23,28.31,30.38,20.64
778557,2025-03-27,2025,669224,L,642547,R,strikeout,True,False,,,,,,,,,,,,,,,338.0,0.236,66.0,19.53,39.0,11.54,0.761,0.198,26.24,13.21,12.6,25.81,26.38,16.41,,,,,,,,,,,,,,,373.0,0.208,104.0,27.88,37.0,9.92,0.62,0.124,31.98,15.08,13.23,28.31,30.38,20.64
778557,2025-03-27,2025,592450,R,642547,R,strikeout,True,False,,,,,,,,,,,,,,,520.0,0.326,125.0,24.04,83.0,15.96,1.132,0.3649999999999999,29.98,12.67,14.7,27.37,18.47,19.41,,,,,,,,,,,,,,,353.0,0.24,96.0,27.2,31.0,8.78,0.771,0.205,30.14,14.02,14.62,28.64,25.65,18.39
778557,2025-03-27,2025,656555,R,607074,L,strikeout,True,False,,,,,,,,,,,,,,,131.0,0.218,35.0,26.72,17.0,12.98,0.778,0.237,22.73,9.55,19.44,28.99,24.01,18.99,,,,,,,,,,,,,,,605.0,0.238,157.0,25.95,47.0,7.77,0.763,0.216,30.2,15.03,13.82,28.86,31.01,18.56
778557,2025-03-27,2025,686217,L,607074,L,single,False,False,,,,,,,,,,,,,,,94.0,0.241,15.0,15.96,7.0,7.45,0.653,0.1079999999999999,13.7,5.49,22.8,28.3,22.28,13.46,,,,,,,,,,,,,,,135.0,0.224,38.0,28.15,10.0,7.41,0.633,0.1279999999999999,29.76,14.04,17.6,31.65,30.15,23.17
778557,2025-03-27,2025,687401,R,607074,L,field_out,False,False,,,,,,,,,,,,,,,155.0,0.22,37.0,23.87,21.0,13.55,0.777,0.221,17.65,7.13,23.48,30.61,25.77,18.23,,,,,,,,,,,,,,,605.0,0.238,157.0,25.95,47.0,7.77,0.763,0.216,30.2,15.03,13.82,28.86,31.01,18.56
778557,2025-03-27,2025,669003,L,607074,L,field_out,False,False,,,,,,,,,,,,,,,37.0,0.273,15.0,40.54,2.0,5.41,0.6779999999999999,0.0909999999999999,34.43,14.38,21.23,35.62,19.67,31.25,,,,,,,,,,,,,,,135.0,0.224,38.0,28.15,10.0,7.41,0.633,0.1279999999999999,29.76,14.04,17.6,31.65,30.15,23.17
778557,2025-03-27,2025,641355,L,642547,R,single,False,False,,,,,,,,,,,,,,,403.0,0.251,63.0,15.63,43.0,10.67,0.753,0.1689999999999999,22.81,10.91,14.83,25.73,31.35,15.99,,,,,,,,,,,,,,,373.0,0.208,104.0,27.88,37.0,9.92,0.62,0.124,31.98,15.08,13.23,28.31,30.38,20.64
778557,2025-03-27,2025,502671,R,642547,R,strikeout,True,False,,,,,,,,,,,,,,,488.0,0.23,145.0,29.71,31.0,6.35,0.675,0.165,29.96,14.73,17.14,31.87,31.3,20.26,,,,,,,,,,,,,,,353.0,0.24,96.0,27.2,31.0,8.78,0.771,0.205,30.14,14.02,14.62,28.64,25.65,18.39
