Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,632,34.5,159,147,48,30.19,9,5.66,325,81,24.92,12.82,105,16.61,29.43,23.6,36.85,22.07,0.238,0.296,0.347,0.643,0.10899999999999999
SL,Slider,BR,307,16.76,76,70,20,26.32,6,7.89,166,65,39.16,21.17,30,9.77,30.94,34.83,15.4,22.47,0.3,0.355,0.529,0.884,0.22900000000000004
SI,Sinker,FB,304,16.59,85,78,9,10.59,6,7.06,154,25,16.23,8.22,60,19.74,27.96,32.82,8.13,19.15,0.295,0.345,0.436,0.7809999999999999,0.14100000000000001
ST,Sweeper,BR,197,10.75,64,61,23,35.94,1,1.56,113,42,37.17,21.32,20,10.15,31.47,43.86,14.36,27.71,0.23,0.25,0.525,0.775,0.29500000000000004
CU,Curveball,BR,94,5.13,18,17,7,38.89,0,0.0,41,19,46.34,20.21,19,20.21,40.43,37.5,5.02,24.14,0.294,0.333,0.647,0.98,0.35300000000000004
CH,Changeup,OS,89,4.86,26,25,7,26.92,1,3.85,58,21,36.21,23.6,4,4.49,28.09,49.02,6.57,18.42,0.28,0.308,0.48,0.788,0.19999999999999996
FC,Cutter,FB,84,4.59,20,20,3,15.0,0,0.0,45,15,33.33,17.86,13,15.48,33.33,35.14,2.77,18.75,0.45,0.45,0.5,0.95,0.04999999999999999
FS,Split-Finger,OS,54,2.95,16,16,9,56.25,0,0.0,34,10,29.41,18.52,5,9.26,27.78,51.61,5.19,30.0,0.125,0.125,0.25,0.375,0.125
KC,Knuckle Curve,BR,31,1.69,6,6,4,66.67,0,0.0,19,8,42.11,25.81,2,6.45,32.26,44.44,2.25,30.77,0.167,0.167,0.333,0.5,0.166
SV,Slurve,BR,20,1.09,8,8,4,50.0,0,0.0,15,6,40.0,30.0,1,5.0,35.0,60.0,1.9,36.36,0.125,0.125,0.125,0.25,0.0
KN,Knuckleball,,5,0.27,0,0,0,,0,,2,0,0.0,0.0,0,0.0,0.0,40.0,0.17,0.0,,,,,
FO,Forkball,OS,5,0.27,3,3,1,33.33,0,0.0,5,3,60.0,60.0,0,0.0,60.0,100.0,0.52,33.33,0.333,0.333,0.333,0.666,0.0
EP,Eephus,,4,0.22,1,1,0,0.0,0,0.0,2,0,0.0,0.0,1,25.0,25.0,50.0,0.52,0.0,1.0,1.0,2.0,3.0,1.0
FA,Other,,4,0.22,2,1,0,0.0,1,50.0,3,1,33.33,25.0,0,0.0,25.0,75.0,0.17,0.0,0.0,0.5,0.0,0.5,0.0
CS,Slow Curve,BR,1,0.05,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
,,,1,0.05,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.17,0.0,,,,,
