Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,554,42.42,116,99,41,35.34,17,14.66,263,91,34.6,16.43,71,12.82,29.24,15.38,40.57,23.84,0.202,0.319,0.364,0.683,0.16199999999999998
CH,Changeup,OS,167,12.79,53,49,18,33.96,4,7.55,93,33,35.48,19.76,14,8.38,28.14,35.16,14.86,28.57,0.224,0.283,0.327,0.61,0.10300000000000001
SL,Slider,BR,156,11.94,43,37,17,39.53,4,9.3,68,25,36.76,16.03,24,15.38,31.41,30.59,16.04,25.0,0.135,0.22,0.324,0.544,0.189
SI,Sinker,FB,113,8.65,21,17,7,33.33,4,19.05,48,19,39.58,16.81,23,20.35,37.17,23.53,7.08,23.33,0.235,0.381,0.412,0.7929999999999999,0.177
FC,Cutter,FB,100,7.66,22,18,4,18.18,2,9.09,53,10,18.87,10.0,16,16.0,26.0,38.0,5.19,18.18,0.278,0.318,0.556,0.8740000000000001,0.278
CU,Curveball,BR,85,6.51,17,16,6,35.29,1,5.88,35,13,37.14,15.29,19,22.35,37.65,34.78,6.13,23.08,0.25,0.294,0.25,0.544,0.0
ST,Sweeper,BR,48,3.68,13,11,4,30.77,2,15.38,24,8,33.33,16.67,8,16.67,33.33,44.44,3.54,26.67,0.273,0.385,0.636,1.021,0.363
FS,Split-Finger,OS,41,3.14,14,14,7,50.0,0,0.0,23,9,39.13,21.95,1,2.44,24.39,45.16,4.48,36.84,0.143,0.143,0.143,0.286,0.0
KC,Knuckle Curve,BR,14,1.07,4,4,4,100.0,0,0.0,5,3,60.0,21.43,4,28.57,50.0,33.33,1.18,80.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,10,0.77,2,2,1,50.0,0,0.0,6,4,66.67,40.0,2,20.0,60.0,60.0,0.47,50.0,0.0,0.0,0.0,0.0,0.0
,,,8,0.61,2,0,0,0.0,2,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
FO,Forkball,OS,6,0.46,2,2,2,100.0,0,0.0,5,4,80.0,66.67,0,0.0,66.67,80.0,0.47,100.0,0.0,0.0,0.0,0.0,0.0
EP,Eephus,,4,0.31,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,1.0,,,
