Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,563,31.42,143,123,27,18.88,18,12.59,257,39,15.18,6.93,104,18.47,25.4,21.8,32.91,15.0,0.366,0.444,0.545,0.9890000000000001,0.17900000000000005
CH,Changeup,OS,248,13.84,55,51,12,21.82,3,5.45,101,23,22.77,9.27,34,13.71,22.98,24.0,15.17,14.46,0.255,0.296,0.333,0.629,0.07800000000000001
SL,Slider,BR,229,12.78,69,61,18,26.09,8,11.59,117,33,28.21,14.41,33,14.41,28.82,25.69,14.44,21.52,0.262,0.348,0.311,0.659,0.04899999999999999
FC,Cutter,FB,179,9.99,40,33,3,7.5,7,17.5,90,15,16.67,8.38,21,11.73,20.11,13.41,4.94,11.11,0.182,0.325,0.364,0.6890000000000001,0.182
SI,Sinker,FB,174,9.71,51,45,11,21.57,6,11.76,63,4,6.35,2.3,41,23.56,25.86,6.67,10.05,20.0,0.333,0.412,0.444,0.856,0.11099999999999999
CU,Curveball,BR,171,9.54,28,26,7,25.0,2,7.14,56,15,26.79,8.77,39,22.81,31.58,14.61,8.78,14.58,0.192,0.25,0.308,0.558,0.11599999999999999
ST,Sweeper,BR,104,5.8,23,21,8,34.78,2,8.7,33,11,33.33,10.58,28,26.92,37.5,10.64,6.22,23.53,0.19,0.261,0.333,0.5940000000000001,0.14300000000000002
FS,Split-Finger,OS,59,3.29,15,14,3,20.0,1,6.67,24,7,29.17,11.86,4,6.78,18.64,17.95,4.02,13.64,0.286,0.333,0.286,0.619,0.0
KC,Knuckle Curve,BR,48,2.68,13,11,6,46.15,2,15.38,21,11,52.38,22.92,10,20.83,43.75,35.71,3.11,35.29,0.091,0.231,0.091,0.322,0.0
SV,Slurve,BR,9,0.5,3,3,0,0.0,0,0.0,3,0,0.0,0.0,2,22.22,22.22,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
FA,Other,,5,0.28,2,2,0,0.0,0,0.0,2,0,0.0,0.0,1,20.0,20.0,33.33,0.0,,0.5,0.5,0.5,1.0,0.0
EP,Eephus,,2,0.11,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
UN,Unknown,,1,0.06,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
