Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,240,39.47,54,38,5,9.26,9,16.67,95,9,9.47,3.75,55,22.92,26.67,15.0,32.04,8.62,0.184,0.347,0.395,0.742,0.21100000000000002
SI,Sinker,FB,76,12.5,22,15,3,13.64,3,13.64,32,6,18.75,7.89,18,23.68,31.58,11.11,7.73,21.43,0.267,0.389,0.333,0.722,0.066
CH,Changeup,OS,65,10.69,15,15,5,33.33,0,0.0,29,12,41.38,18.46,4,6.15,24.62,25.0,17.13,16.13,0.067,0.067,0.067,0.134,0.0
SL,Slider,BR,60,9.87,15,13,7,46.67,2,13.33,30,11,36.67,18.33,11,18.33,36.67,32.0,11.6,33.33,0.0,0.133,0.0,0.133,0.0
FC,Cutter,FB,54,8.88,14,12,2,14.29,2,14.29,20,2,10.0,3.7,11,20.37,24.07,0.0,7.18,15.38,0.083,0.214,0.083,0.297,0.0
CU,Curveball,BR,45,7.4,7,7,3,42.86,0,0.0,11,2,18.18,4.44,14,31.11,35.56,9.09,6.63,25.0,0.0,0.0,0.0,0.0,0.0
ST,Sweeper,BR,31,5.1,10,9,2,20.0,0,0.0,11,1,9.09,3.23,7,22.58,25.81,15.38,7.18,15.38,0.333,0.3,0.333,0.633,0.0
FS,Split-Finger,OS,24,3.95,5,5,2,40.0,0,0.0,6,1,16.67,4.17,3,12.5,16.67,12.5,7.18,15.38,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,5,0.82,2,1,0,0.0,1,50.0,1,0,0.0,0.0,1,20.0,20.0,0.0,2.21,0.0,1.0,1.0,1.0,2.0,0.0
FO,Forkball,OS,4,0.66,0,0,0,,0,,0,0,,0.0,1,25.0,25.0,0.0,0.55,0.0,,,,,
EP,Eephus,,2,0.33,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,50.0,50.0,50.0,0.0,,1.0,1.0,1.0,2.0,0.0
KC,Knuckle Curve,BR,2,0.33,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.55,0.0,,,,,
