Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,542,33.03,148,131,25,16.89,15,10.14,259,30,11.58,5.54,119,21.96,27.49,28.33,29.81,17.73,0.298,0.367,0.519,0.886,0.22100000000000003
CH,Changeup,OS,294,17.92,75,68,17,22.67,6,8.0,136,48,35.29,16.33,27,9.18,25.51,27.07,22.41,16.04,0.206,0.267,0.338,0.605,0.13200000000000003
SL,Slider,BR,160,9.75,30,26,11,36.67,3,10.0,71,19,26.76,11.88,24,15.0,26.88,23.81,11.42,20.37,0.115,0.233,0.346,0.579,0.23099999999999998
FC,Cutter,FB,153,9.32,47,40,6,12.77,6,12.77,81,11,13.58,7.19,24,15.69,22.88,30.3,7.19,17.65,0.375,0.447,0.55,0.9970000000000001,0.17500000000000004
SI,Sinker,FB,152,9.26,47,39,5,10.64,8,17.02,60,6,10.0,3.95,36,23.68,27.63,11.29,6.77,15.62,0.385,0.489,0.513,1.002,0.128
CU,Curveball,BR,135,8.23,24,23,6,25.0,1,4.17,45,16,35.56,11.85,31,22.96,34.81,18.57,6.98,18.18,0.217,0.25,0.304,0.554,0.087
FS,Split-Finger,OS,88,5.36,28,26,10,35.71,1,3.57,52,20,38.46,22.73,5,5.68,28.41,38.78,7.4,28.57,0.154,0.214,0.269,0.483,0.11500000000000002
ST,Sweeper,BR,78,4.75,15,13,6,40.0,2,13.33,26,9,34.62,11.54,17,21.79,33.33,17.5,4.23,30.0,0.231,0.333,0.462,0.795,0.231
KC,Knuckle Curve,BR,20,1.22,4,3,3,75.0,1,25.0,7,4,57.14,20.0,3,15.0,35.0,18.18,2.33,27.27,0.0,0.25,0.0,0.25,0.0
SV,Slurve,BR,6,0.37,1,1,1,100.0,0,0.0,1,1,100.0,16.67,2,33.33,50.0,0.0,0.85,25.0,0.0,0.0,0.0,0.0,0.0
FO,Forkball,OS,6,0.37,1,0,0,0.0,1,100.0,2,1,50.0,16.67,0,0.0,16.67,0.0,0.63,0.0,,1.0,,,
,,,4,0.24,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
FA,Other,,3,0.18,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,33.33,33.33,0.0,0.0,,1.0,1.0,1.0,2.0,0.0
