Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,35,26.32,11,10,4,36.36,1,9.09,14,6,42.86,17.14,5,14.29,31.43,13.33,30.77,50.0,0.2,0.273,0.5,0.773,0.3
SI,Sinker,FB,29,21.8,8,6,0,0.0,2,25.0,12,0,0.0,0.0,6,20.69,20.69,15.38,11.54,0.0,0.0,0.25,0.0,0.25,0.0
SL,Slider,BR,24,18.05,5,4,1,20.0,1,20.0,7,2,28.57,8.33,6,25.0,33.33,8.33,11.54,33.33,0.25,0.4,0.25,0.65,0.0
ST,Sweeper,BR,13,9.77,1,1,0,0.0,0,0.0,4,0,0.0,0.0,2,15.38,15.38,12.5,19.23,0.0,1.0,1.0,1.0,2.0,0.0
FC,Cutter,FB,11,8.27,4,3,0,0.0,1,25.0,5,2,40.0,18.18,2,18.18,36.36,50.0,7.69,0.0,0.0,0.25,0.0,0.25,0.0
CH,Changeup,OS,6,4.51,1,1,1,100.0,0,0.0,5,2,40.0,33.33,0,0.0,33.33,50.0,3.85,100.0,0.0,0.0,0.0,0.0,0.0
CU,Curveball,BR,6,4.51,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,16.67,16.67,0.0,11.54,0.0,1.0,1.0,1.0,2.0,0.0
FS,Split-Finger,OS,3,2.26,1,1,1,100.0,0,0.0,1,1,100.0,33.33,1,33.33,66.67,50.0,3.85,100.0,0.0,0.0,0.0,0.0,0.0
FA,Other,,3,2.26,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,2.0,0.0
EP,Eephus,,2,1.5,2,2,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,100.0,0.0,,1.0,1.0,1.5,2.5,0.5
KC,Knuckle Curve,BR,1,0.75,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
