Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,430,33.26,126,109,15,11.9,11,8.73,176,20,11.36,4.65,97,22.56,27.21,12.28,29.68,14.56,0.284,0.371,0.468,0.839,0.18400000000000005
CH,Changeup,OS,180,13.92,45,41,9,20.0,3,6.67,77,16,20.78,8.89,21,11.67,20.56,23.36,19.02,13.64,0.122,0.178,0.122,0.3,0.0
SL,Slider,BR,148,11.45,30,24,4,13.33,5,16.67,51,12,23.53,8.11,34,22.97,31.08,17.72,11.82,9.76,0.167,0.3,0.167,0.46699999999999997,0.0
SI,Sinker,FB,143,11.06,47,40,6,12.77,7,14.89,52,4,7.69,2.8,46,32.17,34.97,16.98,8.93,19.35,0.45,0.532,0.575,1.107,0.12499999999999994
FC,Cutter,FB,114,8.82,30,24,4,13.33,5,16.67,51,9,17.65,7.89,27,23.68,31.58,23.91,6.63,17.39,0.167,0.333,0.167,0.5,0.0
CU,Curveball,BR,106,8.2,12,11,1,8.33,1,8.33,20,1,5.0,0.94,36,33.96,34.91,8.47,8.07,3.57,0.091,0.167,0.091,0.258,0.0
FS,Split-Finger,OS,57,4.41,19,18,5,26.32,1,5.26,28,8,28.57,14.04,5,8.77,22.81,32.35,7.78,18.52,0.222,0.263,0.278,0.541,0.05600000000000002
ST,Sweeper,BR,53,4.1,7,4,0,0.0,2,28.57,9,1,11.11,1.89,19,35.85,37.74,7.69,3.75,0.0,0.25,0.571,0.25,0.821,0.0
KC,Knuckle Curve,BR,40,3.09,6,6,2,33.33,0,0.0,7,2,28.57,5.0,10,25.0,30.0,11.54,3.17,18.18,0.333,0.333,0.667,1.0,0.334
FA,Other,,12,0.93,3,3,0,0.0,0,0.0,4,0,0.0,0.0,3,25.0,25.0,33.33,0.86,0.0,0.333,0.333,1.333,1.666,1.0
SV,Slurve,BR,4,0.31,1,1,0,0.0,0,0.0,1,0,0.0,0.0,2,50.0,50.0,,0.29,0.0,1.0,1.0,1.0,2.0,0.0
EP,Eephus,,4,0.31,0,0,0,,0,,0,0,,0.0,1,25.0,25.0,0.0,0.0,,,,,,
CS,Slow Curve,BR,1,0.08,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,,0.0,,,,,,
KN,Knuckleball,,1,0.08,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
