Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,282,29.31,67,60,15,22.39,4,5.97,163,33,20.25,11.7,44,15.6,27.3,35.94,32.59,12.82,0.3,0.344,0.367,0.711,0.067
SI,Sinker,FB,191,19.85,55,46,5,9.09,6,10.91,97,10,10.31,5.24,36,18.85,24.08,37.35,11.14,12.5,0.283,0.377,0.37,0.747,0.08700000000000002
SL,Slider,BR,175,18.19,46,44,9,19.57,2,4.35,90,28,31.11,16.0,19,10.86,26.86,28.26,16.16,15.52,0.295,0.326,0.386,0.712,0.09100000000000003
ST,Sweeper,BR,138,14.35,30,29,6,20.0,1,3.33,71,19,26.76,13.77,21,15.22,28.99,25.0,17.55,9.52,0.172,0.2,0.276,0.47600000000000003,0.10400000000000004
FC,Cutter,FB,67,6.96,15,14,3,20.0,0,0.0,36,7,19.44,10.45,11,16.42,26.87,22.22,5.01,16.67,0.143,0.2,0.357,0.5569999999999999,0.214
CU,Curveball,BR,36,3.74,6,6,1,16.67,0,0.0,17,3,17.65,8.33,2,5.56,13.89,19.05,6.69,4.17,0.167,0.167,0.333,0.5,0.166
FS,Split-Finger,OS,27,2.81,6,6,2,33.33,0,0.0,14,2,14.29,7.41,3,11.11,18.52,33.33,5.01,11.11,0.167,0.167,0.167,0.334,0.0
CH,Changeup,OS,21,2.18,8,8,1,12.5,0,0.0,11,2,18.18,9.52,1,4.76,14.29,18.18,3.62,7.69,0.375,0.375,0.5,0.875,0.125
KC,Knuckle Curve,BR,21,2.18,6,6,1,16.67,0,0.0,10,1,10.0,4.76,2,9.52,14.29,10.0,1.95,14.29,0.333,0.333,0.5,0.833,0.16699999999999998
SV,Slurve,BR,2,0.21,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,50.0,0.28,0.0,1.0,1.0,1.0,2.0,0.0
,,,2,0.21,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
