Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,120,26.43,33,28,7,21.21,5,15.15,58,19,32.76,15.83,17,14.17,30.0,12.77,25.93,20.0,0.25,0.364,0.321,0.685,0.07100000000000001
CU,Curveball,BR,66,14.54,17,17,11,64.71,0,0.0,23,10,43.48,15.15,15,22.73,37.88,27.5,18.52,44.0,0.118,0.118,0.118,0.236,0.0
SL,Slider,BR,63,13.88,12,11,4,33.33,1,8.33,30,13,43.33,20.63,13,20.63,41.27,17.39,11.85,25.0,0.182,0.25,0.727,0.977,0.5449999999999999
SI,Sinker,FB,52,11.45,17,16,6,35.29,1,5.88,18,3,16.67,5.77,16,30.77,36.54,14.29,11.85,37.5,0.188,0.235,0.25,0.485,0.062
CH,Changeup,OS,47,10.35,17,17,10,58.82,0,0.0,28,16,57.14,34.04,3,6.38,40.43,27.27,12.59,58.82,0.059,0.059,0.235,0.294,0.176
FC,Cutter,FB,47,10.35,6,6,1,16.67,0,0.0,23,8,34.78,17.02,9,19.15,36.17,36.36,8.15,9.09,0.333,0.333,0.333,0.666,0.0
ST,Sweeper,BR,24,5.29,5,5,2,40.0,0,0.0,9,2,22.22,8.33,6,25.0,33.33,20.0,3.7,40.0,0.4,0.4,0.6,1.0,0.19999999999999996
FS,Split-Finger,OS,15,3.3,3,3,2,66.67,0,0.0,5,2,40.0,13.33,1,6.67,20.0,11.11,4.44,33.33,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,13,2.86,1,1,0,0.0,0,0.0,4,1,25.0,7.69,3,23.08,30.77,12.5,2.96,0.0,1.0,1.0,1.0,2.0,0.0
FA,Other,,3,0.66,2,2,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,1.0,1.0,2.5,3.5,1.5
SV,Slurve,BR,2,0.44,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,3.0,1.0
EP,Eephus,,1,0.22,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
CS,Slow Curve,BR,1,0.22,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
