Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,246,31.5,53,44,14,26.42,6,11.32,95,31,32.63,12.6,45,18.29,30.89,11.54,24.69,23.73,0.25,0.365,0.455,0.8200000000000001,0.20500000000000002
SL,Slider,BR,108,13.83,29,27,9,31.03,2,6.9,58,15,25.86,13.89,16,14.81,28.7,23.4,17.99,20.93,0.111,0.172,0.111,0.283,0.0
SI,Sinker,FB,94,12.04,22,16,7,31.82,6,27.27,34,9,26.47,9.57,21,22.34,31.91,17.39,13.81,21.21,0.125,0.364,0.188,0.552,0.063
FC,Cutter,FB,85,10.88,17,13,7,41.18,3,17.65,33,13,39.39,15.29,16,18.82,34.12,15.79,8.79,28.57,0.077,0.294,0.154,0.44799999999999995,0.077
CH,Changeup,OS,77,9.86,20,18,6,30.0,2,10.0,35,10,28.57,12.99,9,11.69,24.68,22.73,13.39,18.75,0.056,0.15,0.056,0.206,0.0
CU,Curveball,BR,77,9.86,11,8,3,27.27,2,18.18,28,10,35.71,12.99,13,16.88,29.87,19.57,8.37,15.0,0.25,0.455,0.75,1.205,0.5
ST,Sweeper,BR,42,5.38,7,7,3,42.86,0,0.0,10,3,30.0,7.14,13,30.95,38.1,0.0,5.86,21.43,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,31,3.97,7,6,4,57.14,1,14.29,9,5,55.56,16.13,6,19.35,35.48,16.67,4.18,40.0,0.167,0.286,0.333,0.619,0.166
FS,Split-Finger,OS,13,1.66,2,2,1,50.0,0,0.0,4,2,50.0,15.38,1,7.69,23.08,22.22,1.67,25.0,0.5,0.5,0.5,1.0,0.0
,,,4,0.51,2,0,0,0.0,2,100.0,0,0,,0.0,0,0.0,0.0,,0.42,0.0,,1.0,,,
SV,Slurve,BR,3,0.38,2,2,1,50.0,0,0.0,2,1,50.0,33.33,0,0.0,33.33,50.0,0.42,100.0,0.0,0.0,0.0,0.0,0.0
CS,Slow Curve,BR,1,0.13,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,,0.42,0.0,,,,,
