Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,82,27.06,23,21,2,8.7,1,4.35,41,6,14.63,7.32,18,21.95,29.27,21.43,24.66,11.11,0.095,0.136,0.238,0.374,0.143
SI,Sinker,FB,53,17.49,15,12,1,6.67,2,13.33,15,1,6.67,1.89,15,28.3,30.19,12.0,5.48,25.0,0.083,0.2,0.083,0.28300000000000003,0.0
CH,Changeup,OS,37,12.21,10,10,5,50.0,0,0.0,18,11,61.11,29.73,2,5.41,35.14,37.04,16.44,41.67,0.1,0.1,0.1,0.2,0.0
SL,Slider,BR,35,11.55,12,9,4,33.33,2,16.67,17,8,47.06,22.86,9,25.71,48.57,42.11,15.07,36.36,0.222,0.364,0.333,0.6970000000000001,0.11100000000000002
FC,Cutter,FB,25,8.25,7,5,0,0.0,0,0.0,13,1,7.69,4.0,3,12.0,16.0,25.0,2.74,0.0,0.4,0.286,0.6,0.8859999999999999,0.19999999999999996
CU,Curveball,BR,18,5.94,6,6,0,0.0,0,0.0,9,1,11.11,5.56,4,22.22,27.78,44.44,6.85,0.0,0.167,0.167,0.667,0.8340000000000001,0.5
FS,Split-Finger,OS,18,5.94,5,5,3,60.0,0,0.0,13,6,46.15,33.33,2,11.11,44.44,70.0,9.59,42.86,0.2,0.2,0.2,0.4,0.0
ST,Sweeper,BR,17,5.61,3,3,1,33.33,0,0.0,8,3,37.5,17.65,4,23.53,41.18,50.0,8.22,16.67,0.333,0.333,0.333,0.666,0.0
KC,Knuckle Curve,BR,15,4.95,2,2,2,100.0,0,0.0,6,4,66.67,26.67,1,6.67,33.33,14.29,10.96,25.0,0.0,0.0,0.0,0.0,0.0
FA,Other,,3,0.99,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,50.0,0.0,,0.0,0.0,0.0,0.0,0.0
