Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,240,39.09,77,69,6,7.79,5,6.49,109,7,6.42,2.92,53,22.08,25.0,31.58,37.23,11.76,0.348,0.403,0.522,0.925,0.17400000000000004
CH,Changeup,OS,73,11.89,20,20,1,5.0,0,0.0,35,5,14.29,6.85,11,15.07,21.92,27.03,16.06,4.55,0.15,0.15,0.3,0.44999999999999996,0.15
SL,Slider,BR,66,10.75,18,16,4,22.22,1,5.56,31,9,29.03,13.64,12,18.18,31.82,24.14,11.68,25.0,0.25,0.278,0.25,0.528,0.0
SI,Sinker,FB,51,8.31,11,11,2,18.18,0,0.0,17,2,11.76,3.92,14,27.45,31.37,22.73,7.3,20.0,0.273,0.273,0.364,0.637,0.09099999999999997
FC,Cutter,FB,49,7.98,12,10,0,0.0,1,8.33,22,1,4.55,2.04,11,22.45,24.49,25.0,4.38,0.0,0.1,0.167,0.1,0.267,0.0
CU,Curveball,BR,48,7.82,11,9,2,18.18,1,9.09,18,4,22.22,8.33,14,29.17,37.5,21.05,8.03,18.18,0.222,0.273,0.333,0.6060000000000001,0.11100000000000002
FS,Split-Finger,OS,42,6.84,14,13,5,35.71,1,7.14,23,11,47.83,26.19,2,4.76,30.95,32.0,9.49,38.46,0.308,0.357,0.462,0.819,0.15400000000000003
ST,Sweeper,BR,29,4.72,6,6,0,0.0,0,0.0,12,3,25.0,10.34,4,13.79,24.14,18.75,3.65,0.0,0.167,0.167,0.167,0.334,0.0
KC,Knuckle Curve,BR,14,2.28,3,2,0,0.0,0,0.0,4,0,0.0,0.0,5,35.71,35.71,0.0,2.19,0.0,0.0,0.333,0.0,0.333,0.0
EP,Eephus,,2,0.33,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,50.0,0.0,,1.0,1.0,4.0,5.0,3.0
