Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,122,36.2,24,16,7,29.17,8,33.33,38,6,15.79,4.92,28,22.95,27.87,3.51,31.62,18.92,0.188,0.458,0.188,0.646,0.0
SI,Sinker,FB,51,15.13,9,8,2,22.22,1,11.11,25,4,16.0,7.84,9,17.65,25.49,16.67,15.38,11.11,0.125,0.222,0.125,0.347,0.0
SL,Slider,BR,47,13.95,13,10,4,30.77,3,23.08,15,6,40.0,12.77,9,19.15,31.91,8.33,17.09,20.0,0.3,0.462,0.9,1.362,0.6000000000000001
CH,Changeup,OS,42,12.46,8,6,1,12.5,1,12.5,12,5,41.67,11.9,6,14.29,26.19,14.29,14.53,5.88,0.167,0.375,0.167,0.542,0.0
FC,Cutter,FB,33,9.79,9,7,0,0.0,2,22.22,16,5,31.25,15.15,7,21.21,36.36,28.57,10.26,0.0,0.286,0.444,0.286,0.73,0.0
ST,Sweeper,BR,16,4.75,2,2,2,100.0,0,0.0,2,1,50.0,6.25,7,43.75,50.0,0.0,5.13,33.33,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,11,3.26,3,3,1,33.33,0,0.0,6,2,33.33,18.18,2,18.18,36.36,0.0,3.42,25.0,0.333,0.333,0.333,0.666,0.0
CU,Curveball,BR,9,2.67,1,1,0,0.0,0,0.0,4,0,0.0,0.0,2,22.22,22.22,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0
EP,Eephus,,3,0.89,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,33.33,33.33,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,2,0.59,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
,,,1,0.3,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
