Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,87,25.59,24,24,12,50.0,0,0.0,43,19,44.19,21.84,17,19.54,41.38,35.9,28.7,38.71,0.208,0.208,0.292,0.5,0.08399999999999999
SI,Sinker,FB,78,22.94,19,17,2,10.53,1,5.26,42,5,11.9,6.41,13,16.67,23.08,23.33,19.44,9.52,0.294,0.368,0.294,0.6619999999999999,0.0
SL,Slider,BR,64,18.82,15,15,2,13.33,0,0.0,28,8,28.57,12.5,11,17.19,29.69,21.21,14.81,12.5,0.4,0.4,0.933,1.3330000000000002,0.533
ST,Sweeper,BR,33,9.71,7,6,2,28.57,1,14.29,11,3,27.27,9.09,7,21.21,30.3,21.05,10.19,18.18,0.167,0.286,0.167,0.45299999999999996,0.0
FC,Cutter,FB,25,7.35,10,10,3,30.0,0,0.0,16,5,31.25,20.0,2,8.0,28.0,41.67,5.56,50.0,0.0,0.0,0.0,0.0,0.0
CU,Curveball,BR,19,5.59,3,3,1,33.33,0,0.0,8,1,12.5,5.26,5,26.32,31.58,44.44,11.11,8.33,0.667,0.667,0.667,1.334,0.0
FA,Other,,11,3.24,3,3,0,0.0,0,0.0,7,0,0.0,0.0,2,18.18,18.18,50.0,4.63,0.0,0.667,0.667,1.0,1.667,0.33299999999999996
CH,Changeup,OS,9,2.65,2,2,0,0.0,0,0.0,5,2,40.0,22.22,1,11.11,33.33,40.0,1.85,0.0,0.5,0.5,1.0,1.5,0.5
FS,Split-Finger,OS,9,2.65,2,2,0,0.0,0,0.0,3,1,33.33,11.11,1,11.11,22.22,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0
EP,Eephus,,5,1.47,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,0.0,0.93,0.0,,,,,
