Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,147,33.95,37,32,10,27.03,4,10.81,82,24,29.27,16.33,22,14.97,31.29,25.0,32.82,23.26,0.156,0.25,0.344,0.594,0.18799999999999997
CH,Changeup,OS,71,16.4,21,19,6,28.57,2,9.52,38,17,44.74,23.94,3,4.23,28.17,27.27,18.32,25.0,0.158,0.238,0.211,0.44899999999999995,0.05299999999999999
SL,Slider,BR,49,11.32,11,9,1,9.09,2,18.18,29,9,31.03,18.37,2,4.08,22.45,29.17,11.45,6.67,0.333,0.455,0.889,1.344,0.556
FC,Cutter,FB,37,8.55,10,10,2,20.0,0,0.0,20,7,35.0,18.92,2,5.41,24.32,26.32,7.63,20.0,0.6,0.6,1.0,1.6,0.4
SI,Sinker,FB,33,7.62,11,10,3,27.27,0,0.0,16,1,6.25,3.03,5,15.15,18.18,15.38,7.63,30.0,0.1,0.091,0.1,0.191,0.0
ST,Sweeper,BR,28,6.47,8,8,3,37.5,0,0.0,12,5,41.67,17.86,9,32.14,50.0,40.0,6.11,37.5,0.25,0.25,0.625,0.875,0.375
CU,Curveball,BR,23,5.31,6,5,1,16.67,0,0.0,9,4,44.44,17.39,3,13.04,30.43,29.41,6.11,12.5,0.2,0.333,0.4,0.7330000000000001,0.2
FS,Split-Finger,OS,20,4.62,5,4,3,60.0,1,20.0,9,5,55.56,25.0,1,5.0,30.0,28.57,3.82,60.0,0.25,0.4,0.25,0.65,0.0
KC,Knuckle Curve,BR,20,4.62,6,5,2,33.33,1,16.67,11,5,45.45,25.0,4,20.0,45.0,40.0,6.11,25.0,0.2,0.333,0.2,0.533,0.0
FA,Other,,5,1.15,1,0,0,0.0,1,100.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,1.0,,,
