Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,787,41.16,194,166,36,18.56,25,12.89,331,58,17.52,7.37,159,20.2,27.57,13.1,37.18,16.2,0.217,0.316,0.422,0.738,0.205
CH,Changeup,OS,207,10.83,50,48,5,10.0,2,4.0,91,18,19.78,8.7,15,7.25,15.94,28.68,11.36,7.58,0.312,0.34,0.542,0.8820000000000001,0.23000000000000004
SL,Slider,BR,176,9.21,41,36,7,17.07,5,12.2,73,10,13.7,5.68,35,19.89,25.57,30.0,10.5,11.48,0.25,0.341,0.417,0.758,0.16699999999999998
FC,Cutter,FB,175,9.15,35,25,7,20.0,10,28.57,77,16,20.78,9.14,39,22.29,31.43,19.48,7.23,14.29,0.28,0.486,0.36,0.846,0.07999999999999996
SI,Sinker,FB,166,8.68,46,34,12,26.09,12,26.09,63,13,20.63,7.83,34,20.48,28.31,18.99,8.61,24.0,0.206,0.413,0.382,0.7949999999999999,0.17600000000000002
CU,Curveball,BR,161,8.42,30,26,6,20.0,2,6.67,60,10,16.67,6.21,36,22.36,28.57,29.67,8.95,11.54,0.269,0.3,0.308,0.608,0.03899999999999998
FS,Split-Finger,OS,87,4.55,29,26,8,27.59,3,10.34,41,11,26.83,12.64,3,3.45,16.09,30.36,8.61,16.0,0.269,0.345,0.462,0.8069999999999999,0.193
ST,Sweeper,BR,63,3.29,13,10,1,7.69,2,15.38,14,0,0.0,0.0,13,20.63,20.63,5.71,2.93,5.88,0.6,0.692,1.1,1.792,0.5000000000000001
KC,Knuckle Curve,BR,60,3.14,8,8,4,50.0,0,0.0,23,5,21.74,8.33,12,20.0,28.33,30.56,4.3,16.0,0.375,0.375,0.625,1.0,0.25
,,,16,0.84,4,0,0,0.0,4,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
SV,Slurve,BR,7,0.37,1,1,0,0.0,0,0.0,2,0,0.0,0.0,3,42.86,42.86,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
FA,Other,,4,0.21,2,2,0,0.0,0,0.0,2,0,0.0,0.0,1,25.0,25.0,0.0,0.0,,0.5,0.5,1.0,1.5,0.5
FO,Forkball,OS,3,0.16,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
