Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,188,26.22,51,47,2,3.92,3,5.88,105,6,5.71,3.19,31,16.49,19.68,30.14,25.15,4.76,0.234,0.275,0.34,0.615,0.10600000000000001
CU,Curveball,BR,102,14.23,28,28,6,21.43,0,0.0,53,13,24.53,12.75,17,16.67,29.41,42.0,16.77,21.43,0.214,0.214,0.25,0.46399999999999997,0.036000000000000004
CH,Changeup,OS,88,12.27,33,33,2,6.06,0,0.0,52,5,9.62,5.68,4,4.55,10.23,45.76,14.37,8.33,0.273,0.273,0.333,0.6060000000000001,0.06
FC,Cutter,FB,79,11.02,25,23,2,8.0,0,0.0,37,3,8.11,3.8,12,15.19,18.99,14.29,7.78,15.38,0.261,0.32,0.348,0.6679999999999999,0.08699999999999997
SL,Slider,BR,70,9.76,19,19,6,31.58,0,0.0,43,11,25.58,15.71,8,11.43,27.14,47.06,13.17,27.27,0.158,0.158,0.211,0.369,0.05299999999999999
SI,Sinker,FB,61,8.51,22,20,1,4.55,2,9.09,30,0,0.0,0.0,15,24.59,24.59,33.33,4.79,12.5,0.3,0.364,0.35,0.714,0.04999999999999999
FS,Split-Finger,OS,54,7.53,20,20,0,0.0,0,0.0,33,5,15.15,9.26,0,0.0,9.26,34.48,8.38,0.0,0.3,0.3,0.35,0.6499999999999999,0.04999999999999999
ST,Sweeper,BR,42,5.86,7,6,2,28.57,1,14.29,16,5,31.25,11.9,11,26.19,38.1,31.58,3.59,33.33,0.167,0.286,0.167,0.45299999999999996,0.0
KC,Knuckle Curve,BR,17,2.37,4,4,0,0.0,0,0.0,5,0,0.0,0.0,3,17.65,17.65,27.27,2.4,0.0,0.0,0.0,0.0,0.0,0.0
FO,Forkball,OS,10,1.39,2,2,1,50.0,0,0.0,5,1,20.0,10.0,0,0.0,10.0,28.57,2.4,25.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,5,0.7,2,2,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
,,,1,0.14,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.6,0.0,,,,,
