Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,320,32.1,67,61,16,23.88,6,8.96,154,32,20.78,10.0,58,18.12,28.12,23.44,33.33,15.24,0.279,0.343,0.443,0.786,0.16399999999999998
SI,Sinker,FB,205,20.56,53,45,5,9.43,7,13.21,77,4,5.19,1.95,49,23.9,25.85,16.84,11.11,14.29,0.378,0.472,0.4,0.872,0.02200000000000002
SL,Slider,BR,145,14.54,28,26,6,21.43,2,7.14,56,16,28.57,11.03,31,21.38,32.41,22.5,14.29,13.33,0.077,0.143,0.192,0.33499999999999996,0.115
ST,Sweeper,BR,99,9.93,22,22,4,18.18,0,0.0,41,8,19.51,8.08,19,19.19,27.27,29.82,10.16,12.5,0.318,0.318,0.636,0.954,0.318
FC,Cutter,FB,68,6.82,14,12,1,7.14,2,14.29,28,2,7.14,2.94,18,26.47,29.41,16.67,3.81,8.33,0.333,0.429,0.667,1.096,0.334
CU,Curveball,BR,52,5.22,15,13,3,20.0,1,6.67,21,3,14.29,5.77,10,19.23,25.0,24.14,7.3,13.04,0.538,0.533,0.769,1.302,0.23099999999999998
CH,Changeup,OS,42,4.21,10,10,1,10.0,0,0.0,24,4,16.67,9.52,3,7.14,16.67,39.13,7.94,4.0,0.3,0.3,0.4,0.7,0.10000000000000003
FS,Split-Finger,OS,31,3.11,12,12,3,25.0,0,0.0,17,4,23.53,12.9,3,9.68,22.58,42.11,6.67,14.29,0.167,0.167,0.5,0.667,0.33299999999999996
KC,Knuckle Curve,BR,17,1.71,8,7,3,37.5,1,12.5,10,4,40.0,23.53,0,0.0,23.53,46.15,3.49,27.27,0.143,0.25,0.143,0.393,0.0
FO,Forkball,OS,6,0.6,1,1,0,0.0,0,0.0,4,1,25.0,16.67,1,16.67,33.33,75.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,6,0.6,0,0,0,,0,,3,0,0.0,0.0,1,16.67,16.67,0.0,1.27,0.0,,,,,
,,,6,0.6,2,0,0,0.0,2,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
