Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,595,33.39,126,108,36,28.57,15,11.9,272,70,25.74,11.76,121,20.34,32.1,17.37,34.22,18.65,0.241,0.349,0.407,0.756,0.16599999999999998
SI,Sinker,FB,377,21.16,96,85,9,9.38,7,7.29,171,27,15.79,7.16,83,22.02,29.18,19.57,12.41,12.86,0.224,0.284,0.318,0.602,0.094
SL,Slider,BR,286,16.05,82,76,16,19.51,6,7.32,147,49,33.33,17.13,30,10.49,27.62,29.87,18.26,15.53,0.276,0.329,0.526,0.855,0.25
ST,Sweeper,BR,159,8.92,32,31,3,9.38,1,3.12,69,9,13.04,5.66,18,11.32,16.98,23.71,10.64,5.0,0.29,0.312,0.516,0.8280000000000001,0.22600000000000003
FC,Cutter,FB,118,6.62,29,24,5,17.24,5,17.24,62,18,29.03,15.25,14,11.86,27.12,22.64,4.79,18.52,0.25,0.379,0.5,0.879,0.25
CU,Curveball,BR,104,5.84,27,26,11,40.74,1,3.7,49,16,32.65,15.38,17,16.35,31.73,35.09,9.04,21.57,0.192,0.222,0.231,0.453,0.03900000000000001
CH,Changeup,OS,64,3.59,21,17,6,28.57,3,14.29,33,6,18.18,9.38,5,7.81,17.19,28.57,5.5,19.35,0.294,0.429,0.471,0.8999999999999999,0.177
KC,Knuckle Curve,BR,37,2.08,9,9,5,55.56,0,0.0,18,7,38.89,18.92,6,16.22,35.14,35.0,2.3,38.46,0.111,0.111,0.222,0.333,0.111
FS,Split-Finger,OS,29,1.63,10,10,5,50.0,0,0.0,17,8,47.06,27.59,3,10.34,37.93,55.56,2.48,35.71,0.1,0.1,0.1,0.2,0.0
EP,Eephus,,4,0.22,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,1.0,,,
,,,3,0.17,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,33.33,33.33,,0.0,,0.0,0.0,0.0,0.0,0.0
CS,Slow Curve,BR,2,0.11,2,2,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,,0.18,0.0,0.5,0.5,1.0,1.5,0.5
FA,Other,,2,0.11,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,2,0.11,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
