Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,761,38.57,157,132,35,22.29,23,14.65,333,81,24.32,10.64,122,16.03,26.68,15.74,39.07,14.29,0.28,0.385,0.508,0.893,0.22799999999999998
CH,Changeup,OS,234,11.86,58,53,20,34.48,4,6.9,111,39,35.14,16.67,11,4.7,21.37,28.29,11.96,26.67,0.208,0.276,0.396,0.672,0.18800000000000003
SL,Slider,BR,209,10.59,51,44,22,43.14,5,9.8,112,56,50.0,26.79,29,13.88,40.67,32.69,11.64,30.14,0.205,0.28,0.523,0.803,0.31800000000000006
FC,Cutter,FB,191,9.68,43,33,15,34.88,10,23.26,81,30,37.04,15.71,37,19.37,35.08,19.28,7.97,28.0,0.242,0.419,0.273,0.692,0.031000000000000028
SI,Sinker,FB,180,9.12,39,32,8,20.51,7,17.95,67,11,16.42,6.11,43,23.89,30.0,13.33,5.74,22.22,0.125,0.282,0.219,0.501,0.094
CU,Curveball,BR,151,7.65,49,45,26,53.06,4,8.16,69,38,55.07,25.17,23,15.23,40.4,37.5,10.21,40.62,0.156,0.224,0.333,0.557,0.17700000000000002
FS,Split-Finger,OS,90,4.56,29,28,8,27.59,1,3.45,55,21,38.18,23.33,5,5.56,28.89,37.25,4.15,30.77,0.143,0.172,0.286,0.45799999999999996,0.143
ST,Sweeper,BR,81,4.11,18,15,7,38.89,2,11.11,32,15,46.88,18.52,19,23.46,41.98,32.61,4.31,25.93,0.267,0.389,0.333,0.722,0.066
KC,Knuckle Curve,BR,40,2.03,8,7,4,50.0,1,12.5,19,12,63.16,30.0,3,7.5,37.5,42.31,2.87,22.22,0.429,0.5,1.143,1.643,0.714
FO,Forkball,OS,13,0.66,4,4,2,50.0,0,0.0,10,5,50.0,38.46,0,0.0,38.46,66.67,1.12,28.57,0.25,0.25,0.25,0.5,0.0
SV,Slurve,BR,12,0.61,1,1,1,100.0,0,0.0,6,2,33.33,16.67,2,16.67,33.33,42.86,0.8,20.0,0.0,0.0,0.0,0.0,0.0
,,,4,0.2,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
FA,Other,,4,0.2,0,0,0,,0,,2,1,50.0,25.0,0,0.0,25.0,0.0,0.0,,,,,,
EP,Eephus,,2,0.1,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
PO,Pitch Out,,1,0.05,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.16,0.0,,,,,
