Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,137,32.7,35,29,4,11.43,5,14.29,60,10,16.67,7.3,27,19.71,27.01,26.98,37.5,8.89,0.241,0.343,0.345,0.688,0.10399999999999998
SL,Slider,BR,94,22.43,27,26,5,18.52,0,0.0,46,9,19.57,9.57,18,19.15,28.72,34.15,20.83,20.0,0.231,0.222,0.269,0.491,0.038000000000000006
SI,Sinker,FB,54,12.89,19,17,1,5.26,1,5.26,35,2,5.71,3.7,11,20.37,24.07,62.5,10.0,8.33,0.294,0.368,0.647,1.0150000000000001,0.35300000000000004
ST,Sweeper,BR,36,8.59,8,8,1,12.5,0,0.0,13,2,15.38,5.56,6,16.67,22.22,10.53,5.83,14.29,0.375,0.375,0.625,1.0,0.25
CH,Changeup,OS,24,5.73,8,7,3,37.5,0,0.0,10,3,30.0,12.5,2,8.33,20.83,20.0,9.17,27.27,0.0,0.0,0.0,0.0,0.0
CU,Curveball,BR,22,5.25,2,2,1,50.0,0,0.0,6,1,16.67,4.55,5,22.73,27.27,21.43,7.5,11.11,0.0,0.0,0.0,0.0,0.0
FC,Cutter,FB,21,5.01,5,5,1,20.0,0,0.0,8,2,25.0,9.52,1,4.76,14.29,14.29,0.83,100.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,10,2.39,1,1,0,0.0,0,0.0,3,0,0.0,0.0,0,0.0,0.0,12.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
EP,Eephus,,9,2.15,3,3,0,0.0,0,0.0,5,0,0.0,0.0,1,11.11,11.11,25.0,0.83,0.0,0.667,0.667,0.667,1.334,0.0
FS,Split-Finger,OS,8,1.91,2,2,1,50.0,0,0.0,6,1,16.67,12.5,2,25.0,37.5,100.0,2.5,33.33,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,4,0.95,0,0,0,,0,,1,1,100.0,25.0,1,25.0,50.0,33.33,0.0,,,,,,
