Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,168,28.67,44,40,13,29.55,3,6.82,84,22,26.19,13.1,37,22.02,35.12,26.32,32.58,22.41,0.2,0.273,0.25,0.523,0.04999999999999999
SI,Sinker,FB,144,24.57,40,36,5,12.5,2,5.0,51,5,9.8,3.47,50,34.72,38.19,14.29,14.61,19.23,0.389,0.45,0.528,0.978,0.139
SL,Slider,BR,109,18.6,24,23,8,33.33,0,0.0,48,15,31.25,13.76,22,20.18,33.94,29.63,21.91,20.51,0.261,0.261,0.478,0.739,0.21699999999999997
ST,Sweeper,BR,63,10.75,14,12,4,28.57,1,7.14,27,9,33.33,14.29,8,12.7,26.98,25.0,14.61,15.38,0.083,0.214,0.083,0.297,0.0
FC,Cutter,FB,33,5.63,11,11,1,9.09,0,0.0,16,4,25.0,12.12,6,18.18,30.3,25.0,2.81,20.0,0.273,0.273,0.364,0.637,0.09099999999999997
CU,Curveball,BR,24,4.1,8,7,1,12.5,1,12.5,9,1,11.11,4.17,6,25.0,29.17,27.27,5.06,11.11,0.286,0.375,0.286,0.661,0.0
CH,Changeup,OS,21,3.58,6,6,2,33.33,0,0.0,12,4,33.33,19.05,3,14.29,33.33,40.0,3.37,33.33,0.333,0.333,0.333,0.666,0.0
KC,Knuckle Curve,BR,10,1.71,4,3,1,25.0,0,0.0,3,1,33.33,10.0,1,10.0,20.0,16.67,1.12,50.0,0.0,0.0,0.0,0.0,0.0
FA,Other,,9,1.54,2,2,0,0.0,0,0.0,6,1,16.67,11.11,1,11.11,22.22,50.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,4,0.68,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,1.12,0.0,1.0,1.0,4.0,5.0,3.0
SV,Slurve,BR,1,0.17,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.56,0.0,,,,,
