Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,109,33.03,28,26,3,10.71,2,7.14,63,15,23.81,13.76,9,8.26,22.02,19.57,35.79,8.82,0.269,0.321,0.308,0.629,0.03899999999999998
SI,Sinker,FB,77,23.33,26,24,1,3.85,1,3.85,39,4,10.26,5.19,16,20.78,25.97,36.36,8.42,12.5,0.208,0.269,0.208,0.477,0.0
SL,Slider,BR,62,18.79,18,18,5,27.78,0,0.0,32,16,50.0,25.81,11,17.74,43.55,50.0,22.11,23.81,0.222,0.222,0.222,0.444,0.0
ST,Sweeper,BR,29,8.79,8,7,4,50.0,1,12.5,15,6,40.0,20.69,5,17.24,37.93,52.38,15.79,26.67,0.143,0.25,0.143,0.393,0.0
FC,Cutter,FB,22,6.67,7,7,2,28.57,0,0.0,14,5,35.71,22.73,3,13.64,36.36,50.0,5.26,40.0,0.286,0.286,0.429,0.715,0.14300000000000002
CH,Changeup,OS,13,3.94,2,2,0,0.0,0,0.0,6,2,33.33,15.38,0,0.0,15.38,22.22,6.32,0.0,0.5,0.5,1.0,1.5,0.5
CU,Curveball,BR,10,3.03,0,0,0,,0,,3,2,66.67,20.0,1,10.0,30.0,25.0,3.16,0.0,,,,,
SV,Slurve,BR,4,1.21,1,1,1,100.0,0,0.0,1,1,100.0,25.0,1,25.0,50.0,33.33,1.05,100.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,3,0.91,2,2,1,50.0,0,0.0,3,1,33.33,33.33,0,0.0,33.33,100.0,1.05,100.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,1,0.3,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,1.05,0.0,,,,,
