Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,392,30.13,98,80,22,22.45,16,16.33,171,31,18.13,7.91,67,17.09,25.0,18.58,32.02,15.94,0.225,0.357,0.388,0.745,0.163
SI,Sinker,FB,284,21.83,78,69,9,11.54,3,3.85,120,15,12.5,5.28,75,26.41,31.69,24.58,14.85,14.06,0.333,0.41,0.362,0.772,0.02899999999999997
SL,Slider,BR,237,18.22,52,47,10,19.23,2,3.85,117,39,33.33,16.46,29,12.24,28.69,31.78,17.63,13.16,0.277,0.333,0.468,0.801,0.191
ST,Sweeper,BR,122,9.38,31,30,5,16.13,0,0.0,60,20,33.33,16.39,14,11.48,27.87,32.35,10.9,10.64,0.3,0.29,0.533,0.823,0.23300000000000004
FC,Cutter,FB,78,6.0,17,17,1,5.88,0,0.0,43,12,27.91,15.38,18,23.08,38.46,41.94,3.02,7.69,0.235,0.235,0.412,0.647,0.177
CU,Curveball,BR,72,5.53,25,24,9,36.0,0,0.0,30,8,26.67,11.11,16,22.22,33.33,29.41,7.19,29.03,0.25,0.28,0.292,0.5720000000000001,0.04199999999999998
CH,Changeup,OS,66,5.07,16,14,8,50.0,2,12.5,34,11,32.35,16.67,7,10.61,27.27,21.21,9.05,20.51,0.071,0.188,0.071,0.259,0.0
FS,Split-Finger,OS,30,2.31,9,9,2,22.22,0,0.0,15,3,20.0,10.0,1,3.33,13.33,12.5,3.94,11.76,0.333,0.333,0.667,1.0,0.334
KC,Knuckle Curve,BR,15,1.15,1,0,0,0.0,1,100.0,5,3,60.0,20.0,5,33.33,53.33,57.14,1.16,0.0,,1.0,,,
SV,Slurve,BR,5,0.38,1,1,0,0.0,0,0.0,2,1,50.0,20.0,1,20.0,40.0,33.33,0.23,0.0,1.0,1.0,1.0,2.0,0.0
