Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,139,29.64,36,31,7,19.44,3,8.33,64,8,12.5,5.76,24,17.27,23.02,30.0,27.82,18.92,0.194,0.25,0.194,0.444,0.0
CH,Changeup,OS,67,14.29,17,15,10,58.82,0,0.0,23,12,52.17,17.91,15,22.39,40.3,30.0,16.54,45.45,0.133,0.176,0.133,0.309,0.0
SL,Slider,BR,58,12.37,19,15,5,26.32,2,10.53,33,10,30.3,17.24,8,13.79,31.03,37.04,12.78,29.41,0.267,0.421,0.4,0.821,0.133
CU,Curveball,BR,44,9.38,11,11,4,36.36,0,0.0,19,6,31.58,13.64,8,18.18,31.82,37.5,15.79,19.05,0.273,0.273,0.818,1.091,0.5449999999999999
FS,Split-Finger,OS,39,8.32,12,12,5,41.67,0,0.0,18,7,38.89,17.95,4,10.26,28.21,32.0,10.53,35.71,0.083,0.083,0.083,0.166,0.0
FC,Cutter,FB,38,8.1,9,9,1,11.11,0,0.0,24,5,20.83,13.16,7,18.42,31.58,50.0,3.76,20.0,0.222,0.222,0.333,0.555,0.11100000000000002
SI,Sinker,FB,37,7.89,11,11,1,9.09,0,0.0,13,0,0.0,0.0,10,27.03,27.03,26.67,5.26,14.29,0.182,0.182,0.182,0.364,0.0
ST,Sweeper,BR,23,4.9,4,4,0,0.0,0,0.0,12,1,8.33,4.35,4,17.39,21.74,36.36,3.76,0.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,17,3.62,5,4,1,20.0,0,0.0,9,3,33.33,17.65,1,5.88,23.53,30.0,3.76,20.0,0.25,0.4,0.25,0.65,0.0
SV,Slurve,BR,3,0.64,1,1,0,0.0,0,0.0,1,0,0.0,0.0,2,66.67,66.67,,0.0,,1.0,1.0,2.0,3.0,1.0
FA,Other,,2,0.43,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,3.0,1.0
EP,Eephus,,2,0.43,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,50.0,50.0,,0.0,,0.0,0.0,0.0,0.0,0.0
