Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,194,30.79,50,42,10,20.0,7,14.0,108,25,23.15,12.89,23,11.86,24.74,39.36,22.95,23.81,0.095,0.24,0.119,0.359,0.023999999999999994
CH,Changeup,OS,93,14.76,25,23,5,20.0,2,8.0,43,9,20.93,9.68,7,7.53,17.2,31.75,16.94,16.13,0.217,0.28,0.391,0.671,0.17400000000000002
CU,Curveball,BR,73,11.59,14,14,4,28.57,0,0.0,39,15,38.46,20.55,9,12.33,32.88,44.44,16.39,13.33,0.214,0.214,0.357,0.571,0.143
SL,Slider,BR,65,10.32,17,16,2,11.76,1,5.88,34,8,23.53,12.31,9,13.85,26.15,33.33,12.02,9.09,0.062,0.118,0.062,0.18,0.0
FC,Cutter,FB,51,8.1,9,9,0,0.0,0,0.0,32,2,6.25,3.92,3,5.88,9.8,45.16,4.37,0.0,0.111,0.111,0.111,0.222,0.0
ST,Sweeper,BR,46,7.3,9,9,2,22.22,0,0.0,19,4,21.05,8.7,7,15.22,23.91,24.0,4.92,22.22,0.111,0.111,0.111,0.222,0.0
FS,Split-Finger,OS,38,6.03,13,12,6,46.15,0,0.0,19,9,47.37,23.68,5,13.16,36.84,50.0,8.2,40.0,0.083,0.154,0.167,0.321,0.084
KC,Knuckle Curve,BR,30,4.76,12,12,5,41.67,0,0.0,18,8,44.44,26.67,5,16.67,43.33,46.15,7.1,38.46,0.167,0.167,0.667,0.8340000000000001,0.5
SI,Sinker,FB,29,4.6,11,7,2,18.18,4,36.36,9,0,0.0,0.0,9,31.03,31.03,14.29,5.46,20.0,0.286,0.545,0.286,0.831,0.0
FO,Forkball,OS,6,0.95,2,2,1,50.0,0,0.0,4,2,50.0,33.33,0,0.0,33.33,66.67,1.64,33.33,0.0,0.0,0.0,0.0,0.0
EP,Eephus,,3,0.48,2,2,0,0.0,0,0.0,3,0,0.0,0.0,0,0.0,0.0,100.0,0.0,,1.0,1.0,2.5,3.5,1.5
FA,Other,,2,0.32,1,1,0,0.0,0,0.0,2,1,50.0,50.0,0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,0.0
