Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,564,29.04,125,107,30,24.0,15,12.0,298,77,25.84,13.65,87,15.43,29.08,24.77,32.96,14.49,0.234,0.331,0.458,0.789,0.224
SI,Sinker,FB,354,18.23,99,94,13,13.13,5,5.05,170,23,13.53,6.5,69,19.49,25.99,27.85,11.46,16.67,0.394,0.424,0.532,0.956,0.138
SL,Slider,BR,345,17.77,101,92,20,19.8,8,7.92,170,58,34.12,16.81,42,12.17,28.99,33.68,18.31,16.52,0.272,0.327,0.38,0.7070000000000001,0.10799999999999998
ST,Sweeper,BR,215,11.07,51,49,5,9.8,1,1.96,102,23,22.55,10.7,24,11.16,21.86,32.59,11.46,6.94,0.265,0.275,0.49,0.765,0.22499999999999998
FC,Cutter,FB,132,6.8,25,24,4,16.0,1,4.0,64,20,31.25,15.15,24,18.18,33.33,28.99,3.82,16.67,0.292,0.32,0.417,0.737,0.125
CH,Changeup,OS,122,6.28,43,40,10,23.26,3,6.98,64,19,29.69,15.57,6,4.92,20.49,32.0,8.92,17.86,0.25,0.302,0.45,0.752,0.2
CU,Curveball,BR,94,4.84,15,15,6,40.0,0,0.0,42,13,30.95,13.83,9,9.57,23.4,27.87,6.05,15.79,0.267,0.267,0.533,0.8,0.266
FS,Split-Finger,OS,57,2.94,16,15,6,37.5,0,0.0,38,15,39.47,26.32,3,5.26,31.58,55.56,4.62,20.69,0.067,0.125,0.067,0.192,0.0
KC,Knuckle Curve,BR,40,2.06,13,13,1,7.69,0,0.0,19,3,15.79,7.5,6,15.0,22.5,31.82,1.91,8.33,0.385,0.385,0.462,0.847,0.07700000000000001
SV,Slurve,BR,9,0.46,1,1,0,0.0,0,0.0,5,2,40.0,22.22,1,11.11,33.33,50.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
CS,Slow Curve,BR,5,0.26,1,1,0,0.0,0,0.0,3,1,33.33,20.0,0,0.0,20.0,33.33,0.16,0.0,1.0,1.0,1.0,2.0,0.0
,,,5,0.26,2,0,0,0.0,2,100.0,0,0,,0.0,0,0.0,0.0,,0.16,0.0,,1.0,,,
