Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,613,39.6,152,134,39,25.66,9,5.92,320,97,30.31,15.82,72,11.75,27.57,33.44,43.47,19.69,0.254,0.313,0.41,0.723,0.15599999999999997
SI,Sinker,FB,303,19.57,72,65,5,6.94,5,6.94,133,24,18.05,7.92,69,22.77,30.69,25.19,8.78,12.82,0.292,0.333,0.492,0.825,0.2
SL,Slider,BR,205,13.24,57,55,20,35.09,2,3.51,110,46,41.82,22.44,27,13.17,35.61,42.02,13.74,32.79,0.2,0.228,0.327,0.555,0.127
ST,Sweeper,BR,116,7.49,35,34,3,8.57,0,0.0,62,19,30.65,16.38,5,4.31,20.69,40.26,9.68,6.98,0.206,0.2,0.471,0.671,0.265
FC,Cutter,FB,97,6.27,23,22,4,17.39,1,4.35,54,17,31.48,17.53,10,10.31,27.84,30.0,3.83,23.53,0.227,0.261,0.409,0.6699999999999999,0.18199999999999997
CH,Changeup,OS,77,4.97,19,18,6,31.58,1,5.26,48,16,33.33,20.78,8,10.39,31.17,48.72,7.66,17.65,0.167,0.211,0.444,0.655,0.277
CU,Curveball,BR,55,3.55,19,17,2,10.53,1,5.26,37,6,16.22,10.91,5,9.09,20.0,41.67,4.28,10.53,0.294,0.316,0.471,0.7869999999999999,0.177
FS,Split-Finger,OS,46,2.97,15,14,8,53.33,1,6.67,25,15,60.0,32.61,2,4.35,36.96,40.62,5.63,32.0,0.071,0.133,0.143,0.276,0.072
KC,Knuckle Curve,BR,21,1.36,5,5,2,40.0,0,0.0,10,3,30.0,14.29,4,19.05,33.33,57.14,1.8,25.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,5,0.32,2,2,2,100.0,0,0.0,2,2,100.0,40.0,1,20.0,60.0,50.0,0.68,66.67,0.0,0.0,0.0,0.0,0.0
FA,Other,,4,0.26,3,3,0,0.0,0,0.0,4,0,0.0,0.0,0,0.0,0.0,,0.0,,0.333,0.333,0.333,0.666,0.0
CS,Slow Curve,BR,2,0.13,0,0,0,,0,,1,0,0.0,0.0,1,50.0,50.0,,0.23,0.0,,,,,
EP,Eephus,,2,0.13,2,2,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,100.0,0.0,,1.0,1.0,1.5,2.5,0.5
FO,Forkball,OS,2,0.13,0,0,0,,0,,2,1,50.0,50.0,0,0.0,50.0,100.0,0.23,0.0,,,,,
