year,date,gid,home,away,hPitcher,aPitcher,hLineup,aLineup
2024,2024-05-11,745340,SF,CIN,657277,671096,"[596103, 642731, 664774, 527038, 656305, 671218, 669477, 666149, 656883]","[670770, 682829, 645801, 668715, 641584, 663886, 600869, 666181, 663697]"
2024,2024-05-11,744943,TOR,MIN,592332,680573,"[676914, 662139, 665489, 457759, 643376, 666182, 643396, 624415, 676391]","[666397, 663616, 680777, 596146, 621043, 666135, 650489, 467793, 669304]"
2024,2024-05-11,747041,BAL,AZ,607644,669194,"[683002, 668939, 656811, 663624, 623993, 681297, 676059, 677008, 622761]","[606466, 682998, 666971, 572233, 545341, 553993, 672515, 677942, 621028]"
2024,2024-05-11,745505,PIT,CHC,694973,657006,"[457705, 668804, 656582, 665833, 658668, 693304, 518735, 669707, 572191]","[643565, 673548, 641355, 666624, 664023, 663538, 683737, 670156, 543228]"
2024,2024-05-11,746963,BOS,WSH,681867,663623,"[680776, 677800, 641933, 646240, 687093, 642086, 624512, 666152, 678882]","[696285, 682928, 671277, 608841, 608385, 660688, 592696, 702358, 645302]"
2024,2024-05-11,745828,NYM,ATL,681035,608331,"[607043, 516782, 596019, 624413, 502110, 643446, 664056, 683146, 621512]","[660670, 645277, 663586, 621566, 542303, 518595, 671739, 606115, 672284]"
2024,2024-05-11,746069,MIA,PHI,666200,592836,"[665862, 650559, 669394, 605137, 660821, 624503, 660644, 672640, 663743]","[593160, 592663, 547180, 664761, 592206, 681082, 624641, 665506, 679032]"
2024,2024-05-11,745096,TB,NYY,641793,641482,"[650490, 668227, 642708, 670623, 623912, 676356, 676609, 656577, 642350]","[683011, 665742, 592450, 657077, 542932, 519203, 669224, 665828, 663757]"
2024,2024-05-11,746480,DET,HOU,669373,664299,"[682985, 592192, 672761, 681481, 663837, 690993, 679529, 656716, 668670]","[514888, 665161, 670541, 608324, 572138, 673237, 676694, 643289, 694388]"
2024,2024-05-11,746797,CWS,CLE,605182,663474,"[502054, 657757, 683734, 650391, 643217, 682868, 657557, 670032, 455117]","[664314, 665926, 608070, 647304, 686823, 657656, 666310, 700932, 672356]"
2024,2024-05-11,745344,SF,CIN,696131,666157,"[642731, 664774, 672275, 527038, 671218, 656305, 624424, 669477, 666149]","[670770, 682829, 645801, 668715, 641584, 663886, 600869, 666181, 663697]"
2024,2024-05-11,745994,MIL,STL,642547,502043,"[668930, 661388, 642715, 641343, 656555, 686217, 596142, 686554, 663368]","[680977, 663457, 502671, 571448, 676475, 671056, 572761, 669357, 691026]"
2024,2024-05-12,746554,COL,TEX,663372,571760,"[678662, 663898, 641857, 553869, 656248, 686668, 607732, 696100, 687597]","[543760, 608369, 663993, 666969, 669701, 641680, 608671, 677649, 665750]"
2024,2024-05-12,745422,SD,LAD,663362,572020,"[650333, 665487, 595777, 592518, 593428, 456781, 673490, 640492, 543309]","[605141, 660271, 518692, 669257, 571970, 606192, 681624, 666158, 681546]"
2024,2024-05-12,746232,LAA,KC,542881,666142,"[694384, 657061, 621493, 607680, 681351, 592348, 666176, 687263, 677347]","[672580, 677951, 686469, 521692, 676369, 669004, 592669, 641658, 664728]"
2024,2024-05-12,745262,SEA,OAK,682243,683155,"[668942, 677594, 571745, 663728, 641598, 593871, 664034, 670042, 664238]","[647351, 663527, 668709, 667670, 691016, 668832, 680474, 671732, 695391]"
2024,2024-05-12,747042,BAL,AZ,665152,668678,"[683002, 668939, 656811, 663624, 623993, 676059, 681297, 602104, 543510]","[682998, 606466, 592626, 572233, 666971, 553993, 664983, 621028, 571466]"
2024,2024-05-12,746965,BOS,WSH,678394,669022,"[663853, 608701, 641933, 646240, 657136, 643265, 687093, 680776, 678882]","[682928, 671277, 608841, 608385, 669222, 592696, 545121, 656180, 645302]"
2024,2024-05-12,745499,PIT,CHC,663559,543294,"[457705, 668804, 665833, 656582, 669261, 669707, 642133, 663698, 675961]","[663538, 673548, 641355, 666624, 621550, 643565, 664023, 663611, 665804]"
2024,2024-05-12,744941,TOR,MIN,666201,641927,"[543807, 662139, 665489, 666182, 676914, 596129, 643396, 672386, 676391]","[666397, 663616, 621043, 596146, 650489, 666135, 467793, 543877, 668885]"
2024,2024-05-12,746476,DET,HOU,656427,434378,"[682985, 592192, 663837, 681481, 628451, 690993, 679529, 595879, 608348]","[663656, 665161, 670541, 608324, 572138, 673237, 694388, 663550, 643289]"
2024,2024-05-12,746068,MIA,PHI,666129,554430,"[665862, 650559, 669394, 605137, 660821, 624503, 660644, 672640, 542194]","[593160, 664761, 547180, 592206, 681082, 624641, 669016, 665506, 596117]"
2024,2024-05-12,745092,TB,NYY,641302,661563,"[650490, 666139, 668227, 670623, 680700, 642708, 676356, 666163, 642350]","[683011, 665742, 592450, 519317, 519203, 650402, 542932, 624431, 663330]"
2024,2024-05-12,746798,CWS,CLE,647336,671106,"[502054, 683734, 650391, 682868, 657757, 657557, 686676, 542364, 621545]","[671289, 665926, 608070, 647304, 681807, 686823, 672356, 664314, 677587]"
2024,2024-05-12,745990,MIL,STL,669060,571945,"[668930, 661388, 592885, 642715, 656555, 687401, 596142, 663368, 694192]","[572761, 663457, 502671, 676475, 669357, 671056, 680977, 543063, 672279]"
2024,2024-05-12,746555,COL,TEX,621389,570632,"[453568, 678662, 641857, 553869, 663898, 656248, 686668, 696100, 687597]","[543760, 608369, 663993, 666969, 641680, 543257, 677649, 668800, 665750]"
2024,2024-05-12,745345,SF,CIN,690986,593423,"[808982, 656305, 664774, 527038, 573262, 671218, 666165, 669477, 689172]","[670770, 682829, 668715, 663697, 656413, 600869, 645801, 669289, 571912]"
2024,2024-05-12,746234,LAA,KC,663776,607625,"[641645, 666160, 621493, 641432, 681351, 592348, 666176, 687263, 677347]","[672580, 677951, 521692, 676369, 666023, 680118, 592669, 686681, 641658]"
2024,2024-05-12,745419,SD,LAD,506433,621111,"[650333, 665487, 630105, 592518, 595777, 593428, 701538, 669134, 673490]","[605141, 518692, 669257, 606192, 571970, 681624, 571771, 500743, 605131]"
2024,2024-05-12,745255,SEA,OAK,622491,622072,"[664238, 677594, 571745, 641598, 593871, 664034, 649966, 664874, 664059]","[647351, 663527, 668709, 667670, 669127, 605204, 671732, 680474, 695391]"
2024,2024-05-12,745825,NYM,ATL,622663,693821,"[621466, 516782, 596019, 624413, 502110, 683146, 664056, 643446, 553882]","[660670, 645277, 663586, 621566, 542303, 671739, 606115, 672284, 644433]"
2024,2024-05-13,747040,BAL,TOR,669203,621244,"[683002, 668939, 656811, 663624, 623993, 681297, 676059, 656775, 622761]","[676914, 662139, 665489, 666182, 596129, 672386, 643396, 624415, 676391]"
2024,2024-05-13,746471,DET,MIA,666159,664350,"[682985, 592192, 672761, 681481, 690993, 679529, 656716, 595879, 608348]","[665862, 650559, 605137, 660821, 669394, 624503, 672640, 660644, 542194]"
2024,2024-05-13,746961,BOS,TB,676710,621107,"[680776, 677800, 657136, 646240, 641933, 642086, 687093, 663853, 678882]","[650490, 668227, 666139, 623912, 642708, 680700, 676609, 656577, 642350]"
2024,2024-05-13,745826,NYM,PHI,640455,650911,"[607043, 516782, 596019, 624413, 502110, 683146, 664056, 643446, 621512]","[593160, 664761, 547180, 592206, 681082, 624641, 669016, 679032, 596117]"
2024,2024-05-13,747128,ATL,CHC,625643,684007,"[660670, 645277, 542303, 621566, 594807, 606115, 671739, 518595, 670097]","[643565, 673548, 641355, 666624, 664023, 663538, 683737, 670156, 665804]"
2024,2024-05-13,745991,MIL,PIT,607067,656605,"[668930, 661388, 592885, 642715, 656555, 686217, 687401, 641343, 694192]","[457705, 668804, 665833, 669261, 693304, 642133, 669707, 518735, 572191]"
2024,2024-05-14,745019,TEX,CLE,547179,676440,"[543760, 608369, 663993, 666969, 669701, 641680, 608671, 677649, 665750]","[671289, 665926, 608070, 647304, 686823, 700932, 664314, 666310, 677587]"
2024,2024-05-14,746393,HOU,OAK,681293,548389,"[514888, 663656, 670541, 665161, 572138, 608324, 673237, 605170, 676694]","[647351, 668709, 667670, 669127, 691016, 664913, 680474, 671732, 695391]"
2024,2024-05-14,746233,LAA,STL,667755,669461,"[694384, 666176, 621493, 607680, 681351, 641432, 592348, 687263, 677347]","[572761, 663457, 502671, 571448, 669357, 671056, 680977, 691026, 672279]"
2024,2024-05-14,747204,AZ,CIN,656756,668933,"[682998, 606466, 592626, 572233, 666971, 553993, 672515, 656976, 621028]","[663697, 682829, 668715, 663886, 600869, 645801, 656413, 669289, 666181]"
2024,2024-05-14,745420,SD,COL,681190,641712,"[650333, 665487, 630105, 592518, 595777, 593428, 701538, 669134, 673490]","[453568, 678662, 641857, 553869, 663898, 686668, 595909, 660707, 687597]"
2024,2024-05-14,745256,SEA,KC,669923,663903,"[668942, 677594, 593871, 663728, 571745, 670042, 641598, 664034, 664238]","[672580, 677951, 686469, 521692, 686681, 676369, 669004, 624428, 680118]"
2024,2024-05-14,745343,SF,LAD,663855,808967,"[573262, 642731, 656305, 664774, 527038, 671218, 666165, 682641, 669477]","[605141, 660271, 518692, 669257, 571970, 606192, 666158, 681624, 681546]"
2024,2024-05-14,746799,CWS,WSH,607200,680730,"[502054, 683734, 650391, 657557, 643217, 621545, 542364, 455117, 670032]","[682928, 702358, 592696, 608841, 671277, 660688, 608385, 545121, 696285]"
2024,2024-05-14,745821,NYM,PHI,676130,605400,"[607043, 516782, 596019, 624413, 502110, 683146, 621438, 621563, 553882]","[656941, 592206, 681082, 664761, 669016, 593160, 665019, 679032, 596117]"
2024,2024-05-14,746796,CWS,WSH,623167,592866,"[502054, 683734, 657757, 650391, 643217, 686676, 682868, 670032, 669699]","[682928, 696285, 592696, 608841, 671277, 669222, 656180, 702358, 645302]"
2024,2024-05-14,746473,DET,MIA,681857,677960,"[663837, 628451, 592192, 682985, 679529, 570482, 672761, 595879, 668670]","[665862, 650559, 605137, 660821, 672640, 624503, 660644, 656484, 663743]"
2024,2024-05-14,746962,BOS,TB,601713,650644,"[680776, 677800, 657136, 646240, 641933, 642086, 687093, 624512, 678882]","[650490, 668227, 666139, 670623, 642708, 676356, 680700, 676609, 656577]"
2024,2024-05-14,747124,ATL,CHC,519242,592791,"[660670, 645277, 542303, 621566, 518595, 671739, 606115, 672284, 670097]","[621550, 673548, 641355, 666624, 643565, 663611, 665804, 670156, 691718]"
2024,2024-05-14,745909,MIN,NYY,663978,607074,"[680777, 621043, 650489, 669304, 622534, 467793, 571657, 543877, 668885]","[683011, 665742, 592450, 657077, 519317, 519203, 650402, 669224, 665828]"
2024,2024-05-14,745989,MIL,PIT,605452,682990,"[668930, 661388, 592885, 642715, 641343, 687401, 686217, 686554, 694192]","[457705, 668804, 665833, 656582, 669261, 693304, 518735, 669707, 572191]"
2024,2024-05-15,745014,TEX,CLE,683004,594902,"[543760, 608369, 663993, 666969, 669701, 641680, 608671, 677649, 665750]","[671289, 665926, 608070, 647304, 681807, 700932, 664314, 666310, 677587]"
2024,2024-05-15,746396,HOU,OAK,669854,676664,"[514888, 663656, 670541, 665161, 608324, 673237, 572138, 676694, 643289]","[647351, 668709, 667670, 669127, 691016, 680869, 668832, 663527, 680474]"
2024,2024-05-15,746235,LAA,STL,672282,543243,"[694384, 641645, 621493, 641432, 607680, 681351, 666176, 657061, 677347]","[691026, 680977, 502671, 571448, 676475, 666185, 669357, 686780, 672279]"
2024,2024-05-15,747205,AZ,CIN,677944,668881,"[682998, 677942, 592626, 572233, 666971, 553993, 664983, 621028, 571466]","[666181, 682829, 645801, 663886, 641584, 600869, 663697, 668843, 674441]"
2024,2024-05-15,745418,SD,COL,656302,615698,"[650333, 665487, 630105, 592518, 595777, 593428, 701538, 669134, 673490]","[453568, 678662, 641857, 553869, 663898, 686668, 595909, 660707, 687597]"
2024,2024-05-15,745257,SEA,KC,669302,608379,"[668942, 677594, 664034, 663728, 670042, 571745, 664238, 649966, 664059]","[672580, 677951, 686469, 521692, 686681, 676369, 669004, 592669, 641658]"
2024,2024-05-15,745342,SF,LAD,676775,694813,"[573262, 642731, 656305, 664774, 527038, 671218, 666165, 682641, 669477]","[605141, 660271, 518692, 669257, 606192, 571970, 681624, 666158, 681546]"
2024,2024-07-29,747039,BAL,TOR,700249,670102,"[681297, 668939, 623993, 663624, 656811, 676059, 677008, 602104, 681393]","[543807, 687462, 665489, 676914, 676391, 677870, 661531, 595281, 672642]"
2024,2024-05-15,747038,BAL,TOR,680694,579328,"[676059, 668939, 663624, 683002, 623993, 622761, 681297, 543510, 656775]","[543807, 662139, 665489, 666182, 643376, 676914, 596129, 676391, 595281]"
2024,2024-05-15,746472,DET,MIA,663554,669432,"[663837, 628451, 672761, 592192, 570482, 681481, 679529, 595879, 608348]","[665862, 650559, 605137, 660821, 669394, 624503, 672640, 660644, 663743]"
2024,2024-05-15,745992,MIL,PIT,688107,527048,"[661388, 642715, 687401, 596142, 663368, 655316, 680911, 694192, 686217]","[457705, 668804, 656582, 665833, 658668, 693304, 669707, 663698, 572191]"
2024,2024-05-15,746795,CWS,WSH,676979,571578,"[502054, 683734, 650391, 657557, 643217, 686676, 657757, 621545, 669699]","[696285, 669222, 545121, 608841, 660688, 656180, 702358, 645302, 683083]"
2024,2024-05-15,747203,AZ,CIN,694297,671096,"[606466, 545341, 666971, 572233, 553993, 672515, 677942, 664983, 621028]","[666181, 641584, 645801, 668715, 600869, 668843, 669289, 571912, 674441]"
2024,2024-05-15,745417,SD,COL,650633,596295,"[595777, 665487, 630105, 592518, 593428, 456781, 669134, 673490, 640492]","[453568, 678662, 641857, 663898, 686668, 595909, 607732, 660707, 687597]"
2024,2024-05-15,745259,SEA,KC,693433,679525,"[668942, 677594, 571745, 663728, 670042, 664034, 686527, 664238, 649966]","[624428, 677951, 686469, 521692, 686681, 592669, 669004, 666023, 664728]"
2024,2024-05-15,745582,PHI,NYM,624133,664192,"[656941, 592663, 547180, 664761, 592206, 681082, 624641, 665506, 679032]","[607043, 624413, 596019, 502110, 668901, 516782, 664056, 643446, 621512]"
2024,2024-05-15,746960,BOS,TB,656557,671737,"[680776, 677800, 657136, 646240, 641933, 642086, 643265, 666152, 678882]","[650490, 666139, 668227, 666018, 670623, 680700, 676609, 666163, 642350]"
2024,2024-05-15,747123,ATL,CHC,450203,665871,"[671739, 645277, 542303, 621566, 518595, 594807, 606115, 672284, 670097]","[643565, 673548, 641355, 666624, 683737, 670156, 663611, 691718, 543228]"
2024,2024-05-15,745908,MIN,NYY,641154,573186,"[666397, 663616, 680777, 596146, 621043, 650489, 467793, 666135, 669304]","[683011, 665742, 592450, 657077, 519317, 519203, 650402, 624431, 665828]"
2024,2024-05-16,745015,TEX,CLE,592351,471911,"[543760, 608369, 663993, 666969, 669701, 641680, 608671, 677649, 665750]","[671289, 665926, 608070, 647304, 686823, 700932, 672356, 664314, 595978]"
2024,2024-05-16,746397,HOU,OAK,664285,605156,"[514888, 663656, 670541, 608324, 665161, 673237, 694388, 643289, 663550]","[647351, 667670, 605204, 669127, 680869, 663527, 680474, 695391, 665923]"
2024,2024-05-16,746231,LAA,STL,656288,458681,"[694384, 641645, 621493, 641432, 607680, 681351, 666160, 687263, 677347]","[572761, 663457, 502671, 571448, 676475, 671056, 680977, 691026, 672279]"
2024,2024-05-16,745341,SF,LAD,657277,622694,"[573262, 642731, 656305, 664774, 671218, 682641, 666165, 669477, 592200]","[605141, 660271, 518692, 669257, 571970, 606192, 666158, 681624, 681546]"
2024,2024-05-16,745907,MIN,NYY,657746,657376,"[666397, 663616, 621043, 596146, 650489, 467793, 666135, 622534, 543877]","[683011, 665742, 592450, 657077, 650402, 519203, 669224, 542932, 663757]"
2024,2024-05-16,745580,PHI,NYM,592836,500779,"[656941, 592663, 547180, 664761, 592206, 593160, 669016, 624641, 665506]","[621438, 624413, 596019, 502110, 621466, 516782, 683146, 643446, 553882]"
2024,2024-05-16,746959,BOS,TB,681867,641793,"[680776, 677800, 608701, 646240, 642086, 643265, 624512, 687093, 678882]","[650490, 666139, 668227, 666018, 670623, 680700, 676609, 666163, 642350]"
2024,2024-05-16,746881,CHC,PIT,657006,683003,"[643565, 673548, 641355, 666624, 664023, 683737, 663611, 670156, 665804]","[656582, 668804, 665833, 658668, 693304, 518735, 669261, 572191, 675961]"
2024,2024-05-17,746391,HOU,OAK,664299,683155,"[514888, 663656, 670541, 608324, 665161, 572138, 673237, 676694, 694388]","[647351, 668709, 667670, 691016, 668832, 680869, 605204, 664913, 680474]"
2024,2024-05-17,746150,LAD,CIN,607192,608718,"[605141, 660271, 518692, 606192, 571771, 666158, 621035, 681546, 605131]","[666181, 682829, 645801, 668715, 663886, 641584, 600869, 669289, 668843]"
2024,2024-05-17,746878,CHC,PIT,543294,694973,"[643565, 664023, 641355, 666624, 683737, 670156, 663611, 691718, 665804]","[457705, 668804, 665833, 656582, 693304, 669261, 518735, 642133, 669707]"
2024,2024-05-17,745579,PHI,WSH,554430,663623,"[656941, 592663, 547180, 664761, 681082, 592206, 669016, 624641, 679032]","[682928, 592696, 608841, 608336, 545121, 608385, 660688, 669222, 645302]"
2024,2024-05-17,747037,BAL,SEA,607644,682243,"[683002, 668939, 656811, 663624, 623993, 681297, 676059, 669065, 622761]","[664238, 677594, 641598, 663728, 571745, 668942, 664034, 670042, 649966]"
2024,2024-05-17,745747,NYY,CWS,641482,605182,"[683011, 665742, 592450, 657077, 519317, 519203, 650402, 669224, 665828]","[502054, 683734, 650391, 657557, 643217, 667452, 664901, 455117, 621545]"
2024,2024-05-17,744934,TOR,TB,605135,641302,"[543807, 666182, 665489, 457759, 643376, 676914, 662139, 643396, 676391]","[650490, 666139, 668227, 666018, 670623, 680700, 642708, 666163, 676356]"
2024,2024-05-17,746641,CLE,MIN,663474,680573,"[671289, 665926, 608070, 647304, 681807, 686823, 657656, 666310, 672356]","[666397, 663616, 680777, 596146, 621043, 467793, 666135, 669304, 650489]"
2024,2024-05-17,746065,MIA,NYM,666200,681035,"[665862, 650559, 605137, 660821, 669394, 624503, 672640, 660644, 663743]","[621438, 624413, 596019, 502110, 668901, 516782, 664056, 643446, 621512]"
2024,2024-05-17,747122,ATL,SD,608331,663362,"[660670, 645277, 542303, 621566, 518595, 671739, 606115, 672284, 670097]","[650333, 665487, 595777, 630105, 592518, 593428, 701538, 673490, 543309]"
2024,2024-05-17,746310,KC,OAK,666142,687765,"[672580, 677951, 686469, 521692, 686681, 676369, 669004, 592669, 664728]","[647351, 668709, 667670, 669127, 680869, 605204, 680474, 663527, 695391]"
2024,2024-05-18,745016,TEX,LAA,571760,542881,"[543760, 608369, 663993, 666969, 641680, 543257, 677649, 669701, 665750]","[694384, 650859, 621493, 607680, 681351, 641432, 666176, 687263, 677347]"
2024,2024-05-18,746388,HOU,MIL,686613,642547,"[514888, 665161, 663656, 608324, 673237, 572138, 676694, 605170, 694388]","[668930, 661388, 592885, 642715, 641343, 596142, 686217, 687401, 694192]"
2024,2024-05-18,745178,STL,BOS,502043,678394,"[680977, 663457, 502671, 571448, 676475, 671056, 669357, 691026, 672279]","[680776, 677800, 657136, 646240, 641933, 642086, 643265, 687093, 666152]"
2024,2024-05-18,747201,AZ,DET,669194,669373,"[606466, 682998, 666971, 572233, 545341, 553993, 664983, 672515, 621028]","[682985, 592192, 672761, 681481, 663837, 690993, 679529, 595879, 668670]"
2024,2024-05-18,746148,LAD,CIN,572020,593423,"[605141, 660271, 518692, 669257, 606192, 666158, 681624, 518792, 571771]","[663697, 682829, 668715, 663886, 600869, 645801, 656413, 669289, 666181]"
2024,2024-05-18,745335,SF,COL,696131,663372,"[624585, 664774, 642731, 656305, 573262, 671218, 682641, 666165, 682617]","[453568, 678662, 641857, 663898, 686668, 595909, 607732, 660707, 687597]"
2024,2024-05-18,745744,NYY,CWS,661563,641745,"[683011, 665742, 592450, 657077, 519317, 519203, 650402, 624431, 542932]","[502054, 657757, 683734, 650391, 643217, 657557, 686676, 670032, 664901]"
2024,2024-05-18,746882,CHC,PIT,684007,663559,"[621550, 673548, 641355, 666624, 643565, 664023, 663611, 670156, 543228]","[457705, 668804, 656582, 658668, 693304, 669707, 663698, 572191, 675961]"
2024,2024-05-18,744938,TOR,TB,592332,621107,"[676914, 662139, 665489, 666182, 457759, 543807, 643376, 624415, 595281]","[650490, 668227, 623912, 670623, 676356, 642708, 676609, 656577, 642350]"
2024,2024-05-18,747036,BAL,SEA,680570,622491,"[683002, 668939, 656811, 623993, 676059, 681297, 669720, 656775, 622761]","[668942, 677594, 663728, 641598, 670042, 664238, 686527, 664034, 649966]"
2024,2024-05-18,745339,SF,COL,690986,621389,"[624585, 642731, 527038, 656305, 682641, 671218, 682617, 573262, 592200]","[678662, 663898, 641857, 660707, 686668, 656248, 687597, 696100, 676701]"
2024,2024-05-18,746067,MIA,NYM,666129,622663,"[665862, 650559, 605137, 660821, 669394, 624503, 672640, 660644, 663743]","[596019, 624413, 607043, 502110, 668901, 516782, 664056, 643446, 621512]"
2024,2024-05-18,745581,PHI,WSH,650911,669022,"[656941, 592663, 547180, 664761, 681082, 592206, 624641, 665506, 679032]","[682928, 545121, 608841, 669222, 656180, 608336, 645302, 608385, 696285]"
2024,2024-05-18,746642,CLE,MIN,671106,641927,"[671289, 665926, 608070, 647304, 681807, 686823, 700932, 666310, 677587]","[680777, 621043, 650489, 669304, 621439, 622534, 467793, 571657, 543877]"
2024,2024-05-18,746308,KC,OAK,607625,548389,"[672580, 677951, 686469, 521692, 686681, 676369, 669004, 624428, 664728]","[647351, 668709, 667670, 669127, 691016, 680869, 664913, 680474, 665923]"
2024,2024-05-18,746389,HOU,MIL,434378,669060,"[514888, 663656, 670541, 608324, 665161, 572138, 673237, 676694, 643289]","[668930, 661388, 592885, 642715, 641343, 687401, 686217, 694192, 663368]"
2024,2024-05-18,745177,STL,BOS,571945,676710,"[680977, 663457, 502671, 571448, 676475, 671056, 669357, 691026, 672279]","[680776, 677800, 657136, 646240, 641933, 642086, 687093, 666152, 678882]"
2024,2024-05-18,745013,TEX,LAA,570632,663776,"[543760, 608369, 663993, 666969, 641680, 543257, 669701, 668800, 665750]","[694384, 650859, 621493, 641432, 681351, 666160, 666176, 641645, 687263]"
2024,2024-05-19,747202,AZ,DET,668678,656427,"[682998, 606466, 592626, 572233, 656976, 553993, 672515, 664983, 621028]","[682985, 592192, 672761, 681481, 570482, 690993, 679529, 595879, 608348]"
2024,2024-05-19,746142,LAD,CIN,621111,668933,"[660271, 518692, 669257, 606192, 681624, 666158, 571771, 678246, 500743]","[666181, 682829, 645801, 668715, 663886, 641584, 600869, 663697, 674441]"
2024,2024-05-20,747121,ATL,SD,519242,681190,"[660670, 645277, 542303, 621566, 518595, 594807, 671739, 606115, 670097]","[650333, 665487, 595777, 630105, 592518, 456781, 673490, 640492, 543309]"
2024,2024-05-19,745179,STL,BOS,669461,601713,"[572761, 663457, 502671, 571448, 676475, 680977, 543063, 686780, 672279]","[680776, 608701, 641933, 646240, 657136, 643265, 663853, 687093, 678882]"
2024,2024-05-19,747035,BAL,SEA,669203,669923,"[683002, 676059, 656811, 663624, 681297, 669720, 656775, 622761, 543510]","[668942, 677594, 663728, 670042, 571745, 686527, 664238, 649966, 664874]"
2024,2024-05-19,745577,PHI,WSH,605400,592866,"[656941, 681082, 547180, 664761, 665019, 592206, 669016, 596117, 679032]","[682928, 545121, 592696, 671277, 669222, 608336, 660688, 608385, 696285]"
2024,2024-05-19,745745,NYY,CWS,607074,623167,"[683011, 665742, 592450, 657077, 519317, 519203, 650402, 624431, 542932]","[502054, 683734, 650391, 657557, 667452, 686676, 621545, 664901, 455117]"
2024,2024-05-19,744937,TOR,TB,666201,650644,"[676914, 662139, 665489, 666182, 596129, 543807, 643396, 672386, 595281]","[650490, 666139, 668227, 666018, 670623, 680700, 676356, 666163, 676609]"
2024,2024-05-19,746636,CLE,MIN,676440,663978,"[671289, 665926, 608070, 647304, 686823, 664314, 672356, 595978, 677587]","[666397, 663616, 621043, 596146, 680777, 650489, 666135, 467793, 669304]"
2024,2024-05-19,746064,MIA,NYM,664350,640455,"[665862, 650559, 605137, 669394, 656896, 672640, 667472, 660644, 542194]","[596019, 624413, 607043, 621466, 621438, 683146, 643446, 664056, 553882]"
2024,2024-05-19,746306,KC,OAK,663903,676664,"[672580, 677951, 521692, 676369, 666023, 592669, 680118, 686681, 641658]","[647351, 668709, 667670, 669127, 691016, 680869, 664913, 680474, 668832]"
2024,2024-05-19,746392,HOU,MIL,681293,607067,"[514888, 663656, 670541, 608324, 665161, 572138, 676694, 605170, 694388]","[668930, 661388, 592885, 642715, 641343, 687401, 686217, 694192, 663368]"
2024,2024-05-19,746880,CHC,PIT,592791,656605,"[643565, 673548, 641355, 666624, 664023, 683737, 663611, 670156, 665804]","[457705, 668804, 665833, 656582, 693304, 669261, 518735, 642133, 669707]"
2024,2024-05-19,745012,TEX,LAA,547179,667755,"[543760, 608369, 663993, 669701, 641680, 694497, 608671, 543257, 665750]","[650859, 657061, 621493, 641432, 666176, 642136, 687263, 666160, 677347]"
2024,2024-05-19,745336,SF,COL,663855,641712,"[624585, 664774, 642731, 656305, 682641, 573262, 671218, 682617, 592200]","[453568, 678662, 641857, 663898, 660707, 595909, 687597, 696100, 607732]"
2024,2024-05-19,747198,AZ,DET,656756,666159,"[682998, 606466, 592626, 572233, 666971, 656976, 677942, 621028, 571466]","[628451, 592192, 682985, 663837, 570482, 672761, 679529, 595879, 608348]"
2024,2024-05-19,746144,LAD,CIN,689017,668881,"[605141, 660271, 518692, 606192, 681624, 666158, 518792, 571771, 605131]","[666181, 682829, 645801, 600869, 641584, 663697, 656413, 669289, 571912]"
2024,2024-05-19,747120,ATL,SD,693821,506433,"[660670, 645277, 542303, 621566, 606115, 671739, 670097, 672284, 644433]","[650333, 665487, 595777, 630105, 592518, 593428, 701538, 669134, 673490]"
2024,2024-05-20,747119,ATL,SD,625643,656302,"[660670, 645277, 542303, 621566, 606115, 671739, 670097, 672284, 644433]","[650333, 665487, 595777, 630105, 592518, 593428, 701538, 669134, 673490]"
2024,2024-05-20,744935,TOR,CWS,621244,607200,"[676914, 643376, 665489, 666182, 457759, 543807, 662139, 643396, 595281]","[502054, 683734, 657757, 650391, 643217, 657557, 686676, 670032, 664901]"
2024,2024-05-20,746637,CLE,NYM,594902,656731,"[671289, 665926, 608070, 647304, 681807, 686823, 700932, 666310, 677587]","[596019, 624413, 607043, 502110, 516782, 683146, 643446, 664056, 621512]"
2024,2024-05-20,746066,MIA,MIL,677960,605452,"[665862, 650559, 605137, 660821, 669394, 624503, 672640, 660644, 663743]","[661388, 592885, 687401, 642715, 596142, 694192, 655316, 680911, 686894]"
2024,2024-05-20,744857,WSH,MIN,680730,641154,"[682928, 592696, 608385, 608841, 671277, 669222, 608336, 660688, 696285]","[680777, 621043, 622534, 669304, 621439, 650489, 571657, 467793, 543877]"
2024,2024-05-20,745093,TB,BOS,671737,656557,"[650490, 666139, 670623, 664040, 666018, 676356, 680700, 676609, 666163]","[680776, 677800, 641933, 646240, 657136, 642086, 666152, 624512, 678882]"
2024,2024-05-20,745746,NYY,SEA,573186,669302,"[683011, 665742, 592450, 657077, 519317, 519203, 650402, 624431, 542932]","[668942, 677594, 663728, 670042, 571745, 664238, 686527, 664034, 649966]"
2024,2024-05-20,746307,KC,DET,608379,681857,"[672580, 677951, 686469, 521692, 686681, 666023, 669004, 592669, 664728]","[682985, 592192, 672761, 681481, 570482, 679529, 690993, 595879, 668670]"
2024,2024-05-20,745181,STL,BAL,543243,665152,"[680977, 663457, 502671, 571448, 676475, 671056, 669357, 691026, 672279]","[683002, 668939, 656811, 676059, 623993, 681297, 669720, 656775, 622761]"
2024,2024-05-21,746390,HOU,LAA,664285,672282,"[514888, 663656, 670541, 608324, 665161, 572138, 676694, 673237, 643289]","[694384, 650859, 621493, 607680, 681351, 666176, 641432, 687263, 677347]"
